A	Coef.FGRvsC	Coef.CasevsControl	t.FGRvsC	t.CasevsControl	p.value.FGRvsC	p.value.CasevsControl	p.value.adj.FGRvsC	p.value.adj.CasevsControl	F	F.p.value	Res.FGRvsC	Res.CasevsControl	Genes.probe	Genes.id	Genes.symbol
8.41	-0.252	-0.121	-1.83	-0.88	0.07871	0.38762	0.395616	0.814486	1.68	0.20659	0	0	7964759	7964759	GRIP1
8.58	-0.192	-0.165	-1.15	-1	0.25903	0.32903	0.571729	0.79194	0.78	0.46777	0	0	7964828	7964828	NA
6.05	-0.081	-0.058	-0.77	-0.55	0.44748	0.58555	0.708235	0.883279	0.32	0.73175	0	0	7964830	7964830	SNORA70G
6.14	-0.536	-0.27	-3.2	-1.62	0.00365	0.11871	0.267178	0.666421	5.13	0.01346	0	0	7964832	7964832	NA
9.1	0.008	0.11	0.05	0.62	0.96314	0.53857	0.987327	0.869827	0.24	0.78748	0	0	7964834	7964834	CPM
8.26	0.091	-0.122	0.67	-0.9	0.50762	0.37673	0.748624	0.810789	1.24	0.30527	0	0	7964872	7964872	PTPRB
5.4	-0.067	0.149	-0.5	1.11	0.62249	0.27907	0.819642	0.764707	1.35	0.27757	0	0	7964907	7964907	PTPRR
7.98	-0.204	-0.186	-1.46	-1.33	0.1563	0.1944	0.479345	0.72405	1.31	0.28766	0	0	7964937	7964937	ZFC3H1
6.94	0.115	0.056	1.47	0.71	0.15462	0.48714	0.477186	0.848324	1.08	0.3557	0	0	7964976	7964976	TRHDE-AS1
5.65	0.058	0.001	1.04	0.02	0.30987	0.98678	0.610001	0.996463	0.7	0.50376	0	0	7964987	7964987	KCNC2
7.51	-0.227	-0.168	-2.16	-1.61	0.04008	0.12071	0.346135	0.66818	2.53	0.10005	0	0	7965022	7965022	KRR1
5.51	-0.06	-0.102	-0.51	-0.86	0.61308	0.39614	0.814431	0.817122	0.38	0.68978	0	0	7965036	7965036	NA
5.82	0.071	-0.024	0.82	-0.28	0.41722	0.77921	0.685579	0.943143	0.66	0.52412	0	0	7965038	7965038	NA
7.35	0.132	0.009	1.33	0.09	0.19416	0.92597	0.51764	0.980994	1.11	0.34558	0	0	7965040	7965040	PHLDA1
9.03	-0.043	-0.045	-0.3	-0.32	0.76356	0.75286	0.896589	0.935615	0.06	0.93754	0	0	7965048	7965048	NAP1L1
6.06	-0.147	-0.085	-1.16	-0.67	0.25733	0.51087	0.570693	0.859217	0.68	0.5173	0	0	7965060	7965060	BBS10
7.41	-0.006	0.006	-0.06	0.06	0.95413	0.94926	0.984513	0.987575	0.01	0.99254	0	0	7965064	7965064	OSBPL8
7.62	0.07	0.102	0.72	1.06	0.47773	0.29962	0.727214	0.776721	0.59	0.56442	0	0	7965090	7965090	CSRP2
6.26	0.113	0.027	1.57	0.37	0.13002	0.71465	0.4524	0.92271	1.34	0.28027	0	0	7965094	7965094	E2F7
7.47	-0.303	-0.239	-3.47	-2.73	0.00188	0.01132	0.241066	0.472717	6.69	0.00468	0	0	7965112	7965112	PAWR
8.37	0.037	-0.021	0.46	-0.26	0.64607	0.79905	0.831963	0.946552	0.27	0.76716	0	0	7965123	7965123	PPP1R12A
5.4	-0.194	-0.101	-1.76	-0.91	0.0912	0.37124	0.408418	0.80793	1.54	0.2333	0	0	7965152	7965152	NA
5.85	-0.167	-0.149	-1.55	-1.38	0.13254	0.17916	0.455093	0.717062	1.45	0.25307	0	0	7965156	7965156	LIN7A
6.82	-0.205	-0.166	-1.31	-1.06	0.20096	0.29743	0.523666	0.774857	0.97	0.39176	0	0	7965200	7965200	CCDC59
6.24	-0.13	0.087	-0.77	0.52	0.44864	0.60824	0.708678	0.890164	0.84	0.44306	0	0	7965206	7965206	SLC6A15
5.36	0.01	-0.092	0.11	-0.98	0.91226	0.33585	0.966591	0.795438	0.72	0.49518	0	0	7965264	7965264	CEP290
6.29	-0.034	-0.392	-0.29	-3.27	0.77608	0.00308	0.904163	0.342065	6.57	0.00505	0	0	7965322	7965322	KITLG
8.82	0.2	0.204	1.46	1.5	0.15555	0.14683	0.478365	0.691653	1.46	0.25083	0	0	7965335	7965335	DUSP6
6.37	-0.089	-0.154	-0.95	-1.64	0.34989	0.11241	0.639026	0.664208	1.36	0.27386	0	0	7965343	7965343	NA
6.44	-0.168	-0.057	-1.98	-0.67	0.05906	0.50762	0.372147	0.857948	2.02	0.1534	0	0	7965357	7965357	NA
8.04	-0.261	-0.261	-1.51	-1.52	0.14237	0.14193	0.46619	0.684651	1.53	0.23585	0	0	7965359	7965359	ATP2B1
5.64	-0.368	-0.362	-0.96	-0.94	0.34723	0.35565	0.637863	0.802557	0.6	0.5559	0	0	7965390	7965390	EPYC
8.69	-0.244	-0.378	-0.83	-1.28	0.41596	0.21199	0.684634	0.729525	0.84	0.44211	0	0	7965403	7965403	LUM
10.5	0.016	-0.418	0.08	-2.11	0.93631	0.04528	0.976772	0.573693	3.08	0.06378	0	0	7965410	7965410	DCN
9.45	-0.162	-0.131	-1.88	-1.53	0.07168	0.13875	0.38929	0.681361	2	0.15641	0	0	7965423	7965423	BTG1
5.29	0.007	0.077	0.04	0.42	0.9679	0.67714	0.988665	0.914636	0.11	0.89805	0	0	7965429	7965429	NA
8.11	-0.323	-0.152	-2.91	-1.38	0.00743	0.18115	0.275137	0.717062	4.24	0.02583	0	0	7965436	7965436	EEA1
10.95	-0.039	0.103	-0.33	0.86	0.74748	0.39822	0.888666	0.817677	0.75	0.48284	0	0	7965467	7965467	RPL41
7.85	-0.084	-0.08	-1.24	-1.18	0.2271	0.24803	0.545826	0.750845	0.98	0.38985	0	0	7965471	7965471	UBE2N
6.72	0.054	0.201	0.34	1.28	0.73349	0.21177	0.881765	0.729525	0.88	0.42742	0	0	7965478	7965478	NA
9.02	0.028	0.015	0.31	0.16	0.76059	0.87263	0.895238	0.969824	0.05	0.95371	0	0	7965480	7965480	NA
5.89	0.08	0.021	1.24	0.33	0.2275	0.74619	0.545978	0.933934	0.82	0.45117	0	0	7965484	7965484	NA
5.67	-0.056	-0.039	-0.41	-0.29	0.68664	0.77538	0.854124	0.942321	0.09	0.91602	0	0	7965508	7965508	NA
7.85	0.133	0.167	1.42	1.78	0.16712	0.08676	0.490801	0.642063	1.78	0.18977	0	0	7965510	7965510	TMCC3
7.86	-0.343	-0.336	-2.89	-2.83	0.00786	0.00901	0.275137	0.460644	5.45	0.0108	0	0	7965515	7965515	NDUFA12
6.43	-0.205	-0.325	-1.64	-2.6	0.11279	0.01526	0.433109	0.499108	3.46	0.0468	0	0	7965523	7965523	NR2C1
8.02	-0.218	-0.011	-1.47	-0.08	0.1551	0.94077	0.477717	0.985879	1.36	0.27423	0	0	7965541	7965541	FGD6
7.33	-0.223	-0.294	-1.71	-2.25	0.10027	0.03315	0.419859	0.55196	2.76	0.08219	0	0	7965573	7965573	NTN4
7.29	-0.026	-0.047	-0.2	-0.36	0.84338	0.71908	0.938351	0.924839	0.07	0.93595	0	0	7965627	7965627	LTA4H
5.71	0.031	0.131	0.37	1.55	0.71796	0.13241	0.873698	0.675144	1.32	0.28439	0	0	7965650	7965650	NA
7.12	-0.038	-0.085	-0.43	-0.95	0.67259	0.34933	0.846306	0.801767	0.46	0.63876	0	0	7965652	7965652	CDK17
7.08	0.032	0.09	0.36	1.03	0.72153	0.31298	0.875243	0.782613	0.55	0.58603	0	0	7965673	7965673	NA
6.43	0.152	0.148	0.94	0.92	0.35554	0.3677	0.643826	0.806818	0.58	0.56941	0	0	7965675	7965675	NA
5.62	-0.043	-0.093	-0.57	-1.26	0.57043	0.22057	0.787107	0.735108	0.79	0.46439	0	0	7965681	7965681	IKBIP
5.68	0.039	-0.045	0.57	-0.65	0.57579	0.52061	0.791077	0.861388	0.74	0.4856	0	0	7965721	7965721	NA
7.36	-0.226	-0.112	-2.9	-1.43	0.00756	0.16432	0.275137	0.705745	4.21	0.02633	0	0	7965723	7965723	UHRF1BP1L
5.91	0.007	0	0.13	0.01	0.89764	0.99348	0.960384	0.998216	0.01	0.98947	0	0	7965746	7965746	GOLGA2P5
7.68	-0.246	-0.102	-2.15	-0.89	0.04107	0.38106	0.348687	0.811546	2.34	0.11685	0	0	7965789	7965789	ARL1
7.3	-0.002	0.003	-0.02	0.03	0.9849	0.97293	0.994845	0.993076	0	0.99854	0	0	7965812	7965812	GNPTAB
5.86	0.051	0.18	0.46	1.64	0.64798	0.11237	0.833062	0.664208	1.44	0.25584	0	0	7965840	7965840	NA
6.84	0.021	-0.005	0.17	-0.04	0.86359	0.96833	0.945679	0.992455	0.03	0.97456	0	0	7965842	7965842	NA
6.22	-0.064	-0.202	-0.59	-1.87	0.55726	0.07282	0.779898	0.621206	1.83	0.18107	0	0	7965846	7965846	WASHC3
7.05	-0.142	-0.079	-1.56	-0.87	0.13125	0.39056	0.453445	0.815301	1.22	0.31138	0	0	7965855	7965855	NUP37
6.86	-0.035	-0.439	-0.24	-3.07	0.8109	0.00508	0.921054	0.396323	5.82	0.00832	0	0	7965873	7965873	IGF1
7.76	-0.169	-0.096	-0.86	-0.48	0.39935	0.63195	0.673805	0.899714	0.37	0.6947	0	0	7965918	7965918	NT5DC3
6.03	-0.091	-0.204	-0.64	-1.44	0.52838	0.16281	0.760799	0.705542	1.04	0.36892	0	0	7965941	7965941	GLT8D2
6.93	-0.159	-0.006	-1.36	-0.05	0.18477	0.95974	0.509306	0.990391	1.19	0.31933	0	0	7965956	7965956	NFYB
8.33	-0.531	0.21	-2.76	1.09	0.01062	0.28539	0.27857	0.768792	7.88	0.00219	0	0	7965964	7965964	SLC41A2
6.38	-0.13	-0.094	-1.66	-1.2	0.10896	0.24249	0.429544	0.747153	1.47	0.249	0	0	7965976	7965976	NA
8.08	-0.057	-0.039	-0.6	-0.41	0.55428	0.68735	0.77812	0.917684	0.19	0.83033	0	0	7966003	7966003	APPL2
6.25	0.075	0.219	0.47	1.38	0.63957	0.17963	0.829238	0.717062	0.98	0.38786	0	0	7966026	7966026	NUAK1
8.34	0.026	-0.066	0.33	-0.83	0.74264	0.41634	0.885883	0.826641	0.71	0.50044	0	0	7966035	7966035	CKAP4
5.89	-0.066	-0.121	-0.84	-1.54	0.4081	0.13547	0.680198	0.678341	1.19	0.32	0	0	7966046	7966046	MTERF2
7.28	0.024	0.116	0.26	1.28	0.79674	0.2117	0.914674	0.729525	0.92	0.41245	0	0	7966052	7966052	CRY1
6.13	0.124	0.218	0.7	1.23	0.49201	0.23155	0.737292	0.74289	0.76	0.47981	0	0	7966068	7966068	NA
7.2	-0.069	-0.028	-1.12	-0.45	0.27275	0.6564	0.581705	0.907083	0.64	0.53733	0	0	7966072	7966072	PRDM4
6.89	0.219	-0.085	1.51	-0.59	0.14297	0.56287	0.466821	0.876784	2.34	0.11646	0	0	7966089	7966089	CMKLR1
7.87	-0.11	-0.043	-1.56	-0.6	0.13202	0.55257	0.454331	0.873852	1.23	0.30862	0	0	7966098	7966098	SART3
6.29	0.14	0.044	1.93	0.61	0.06525	0.54567	0.381012	0.87288	1.94	0.16458	0	0	7966122	7966122	TMEM119
6.58	0.155	0.031	1.72	0.35	0.09785	0.73242	0.416781	0.928592	1.65	0.21144	0	0	7966127	7966127	SELPLG
9.6	-0.12	-0.069	-0.93	-0.54	0.35905	0.59592	0.646082	0.887893	0.44	0.64911	0	0	7966135	7966135	CORO1C
6.1	-0.009	0.011	-0.12	0.15	0.9039	0.88411	0.962716	0.971544	0.04	0.96436	0	0	7966150	7966150	SSH1
5.55	0.08	0.131	1.12	1.83	0.27399	0.07899	0.582613	0.632541	1.7	0.2024	0	0	7966172	7966172	SVOP
6.13	0.152	0.082	2.48	1.35	0.02003	0.18936	0.30544	0.722525	3.09	0.06304	0	0	7966183	7966183	ALKBH2
6.38	0.084	0.031	1.34	0.49	0.19302	0.63173	0.516828	0.899714	0.92	0.41272	0	0	7966189	7966189	FOXN4
7.79	-0.072	-0.085	-0.89	-1.05	0.38407	0.3045	0.662926	0.777329	0.64	0.5374	0	0	7966202	7966202	KCTD10
6.38	0.032	-0.017	0.54	-0.28	0.59377	0.78207	0.802171	0.9435	0.35	0.70987	0	0	7966213	7966213	MMAB
5.97	0.101	0.101	0.98	0.98	0.33704	0.33682	0.63067	0.795493	0.64	0.53625	0	0	7966223	7966223	NA
7.45	0.081	0.072	1.01	0.9	0.32248	0.37496	0.621783	0.80979	0.62	0.54849	0	0	7966234	7966234	TRPV4
6.71	-0.094	0.041	-0.59	0.26	0.56225	0.79866	0.78176	0.946276	0.38	0.69096	0	0	7966257	7966257	NA
8.36	-0.01	0.004	-0.11	0.04	0.91075	0.96641	0.96584	0.991611	0.01	0.98713	0	0	7966259	7966259	GLTP
6.24	0.068	0.098	0.81	1.17	0.42324	0.25143	0.68992	0.754077	0.72	0.49493	0	0	7966266	7966266	NA
8.24	-0.077	-0.061	-1.11	-0.87	0.27882	0.39209	0.58714	0.815301	0.68	0.51584	0	0	7966268	7966268	GIT2
6.3	0.027	0.049	0.39	0.7	0.69933	0.48772	0.861949	0.848779	0.25	0.78149	0	0	7966293	7966293	C12orf76
8.29	0.008	0.118	0.04	0.65	0.96572	0.52445	0.988223	0.863527	0.26	0.77285	0	0	7966299	7966299	NA
7.29	-0.08	-0.148	-1.01	-1.86	0.32359	0.07454	0.62184	0.624333	1.73	0.19692	0	0	7966301	7966301	ANAPC7
9.41	-0.103	-0.041	-1.25	-0.51	0.22167	0.61717	0.542045	0.892174	0.79	0.46268	0	0	7966315	7966315	ARPC3
6.76	0.043	-0.016	0.37	-0.14	0.7113	0.8922	0.870344	0.973448	0.14	0.86998	0	0	7966321	7966321	GPN3
7.55	-0.177	-0.161	-1.87	-1.7	0.07272	0.10126	0.390207	0.659064	2.14	0.13812	0	0	7966332	7966332	VPS29
6.03	-0.226	-0.175	-1.13	-0.87	0.27104	0.39206	0.581008	0.815301	0.7	0.50767	0	0	7966343	7966343	NA
7.37	-0.027	0.099	-0.34	1.25	0.73797	0.22384	0.884148	0.735829	1.39	0.26649	0	0	7966345	7966345	PPTC7
6.84	0.108	0.119	0.85	0.94	0.40289	0.35646	0.676091	0.802557	0.54	0.59046	0	0	7966356	7966356	HVCN1
9.46	-0.21	-0.037	-1.5	-0.26	0.14587	0.79336	0.467781	0.946066	1.28	0.29466	0	0	7966368	7966368	PPP1CC
7.27	0.07	-0.041	1.09	-0.63	0.28658	0.53213	0.591387	0.867701	1.52	0.23861	0	0	7966389	7966389	FAM109A
9.26	-0.142	-0.155	-1.08	-1.18	0.28897	0.24929	0.593625	0.751139	0.86	0.43613	0	0	7966397	7966397	ATXN2
6.35	-0.236	-0.233	-1.02	-1.01	0.31859	0.32404	0.618121	0.788069	0.68	0.51451	0	0	7966425	7966425	NA
7.7	-0.114	-0.015	-1.54	-0.2	0.13519	0.84263	0.457886	0.961193	1.41	0.2631	0	0	7966427	7966427	BRAP
6.47	-0.231	-0.177	-2.85	-2.19	0.00861	0.03781	0.27753	0.56516	4.45	0.02211	0	0	7966448	7966448	TMEM116
7.54	-0.24	-0.066	-2.42	-0.66	0.0231	0.51498	0.310829	0.8603	3.13	0.06123	0	0	7966462	7966462	NAA25
7.27	-0.144	-0.162	-1.34	-1.51	0.19059	0.14311	0.515298	0.687242	1.37	0.27146	0	0	7966488	7966488	HECTD4
8.02	-0.158	-0.151	-1.01	-0.96	0.32395	0.34516	0.621907	0.798829	0.65	0.53234	0	0	7966517	7966517	HECTD4
10.23	-0.19	-0.206	-1.6	-1.74	0.12161	0.09435	0.444411	0.651188	1.87	0.17504	0	0	7966534	7966534	NA
6.24	0.111	0.035	1.67	0.52	0.1076	0.60769	0.427951	0.890044	1.46	0.25172	0	0	7966542	7966542	RASAL1
8.05	0.045	0	0.63	0	0.53338	0.99978	0.764152	0.999932	0.27	0.76875	0	0	7966570	7966570	DDX54
5.66	-0.008	0.023	-0.12	0.34	0.9067	0.73835	0.963935	0.930849	0.11	0.89445	0	0	7966596	7966596	IQCD
7.51	-0.007	-0.009	-0.08	-0.11	0.93502	0.9166	0.976718	0.979171	0.01	0.99385	0	0	7966600	7966600	SLC8B1
5.65	0.128	-0.001	1.41	-0.02	0.1697	0.98768	0.494667	0.996667	1.35	0.27808	0	0	7966621	7966621	SDS
6.36	0.098	0.069	1.17	0.82	0.25443	0.4218	0.568548	0.829481	0.72	0.49819	0	0	7966631	7966631	LHX5
7.48	0.013	0.016	0.2	0.25	0.84284	0.8011	0.938104	0.946653	0.04	0.96473	0	0	7966638	7966638	RBM19
7.55	0.065	0.019	0.79	0.23	0.43403	0.82052	0.698716	0.953455	0.33	0.71856	0	0	7966666	7966666	NA
8.1	0.046	-0.262	0.27	-1.51	0.79261	0.14351	0.912961	0.687453	1.83	0.18039	0	0	7966668	7966668	TBX5
9.92	-0.077	-0.067	-0.9	-0.78	0.3741	0.43987	0.655716	0.832404	0.48	0.6225	0	0	7966690	7966690	TBX3
9.04	0.054	0.207	0.48	1.85	0.63334	0.07595	0.825703	0.626599	1.84	0.17901	0	0	7966706	7966706	MED13L
7.5	0.019	0.014	0.25	0.18	0.80745	0.85574	0.919257	0.964795	0.03	0.9678	0	0	7966738	7966738	C12orf49
8.04	0.076	0.003	1.07	0.04	0.29353	0.96526	0.597002	0.991281	0.74	0.48855	0	0	7966746	7966746	HRK
6.6	0.097	0.077	1.73	1.37	0.09673	0.18351	0.415689	0.717062	1.66	0.2106	0	0	7966749	7966749	TESC
7.75	-0.072	-0.027	-0.9	-0.34	0.3755	0.73646	0.656892	0.929961	0.42	0.66468	0	0	7966760	7966760	FBXO21
5.77	0.04	0.052	0.64	0.83	0.52725	0.4147	0.760068	0.825913	0.38	0.689	0	0	7966810	7966810	KSR2
7.95	0.105	0.173	0.8	1.33	0.42928	0.19702	0.694856	0.725442	0.89	0.42272	0	0	7966829	7966829	WSB2
6.63	-0.082	-0.092	-1.39	-1.55	0.17702	0.13384	0.501913	0.675881	1.45	0.25317	0	0	7966839	7966839	VSIG10
7.3	-0.039	0.058	-0.49	0.71	0.63163	0.48238	0.82444	0.848137	0.73	0.49337	0	0	7966851	7966851	TAOK3
5.64	-0.01	-0.01	-0.09	-0.09	0.92533	0.92637	0.972147	0.980994	0.01	0.99413	0	0	7966876	7966876	NA
6.27	-0.057	-0.082	-0.79	-1.12	0.43811	0.27121	0.701341	0.762581	0.67	0.52227	0	0	7966878	7966878	CIT
8.27	0.087	-0.037	1.25	-0.53	0.22316	0.59843	0.543062	0.888327	1.67	0.20771	0	0	7966929	7966929	RAB35
8.45	-0.02	0.023	-0.28	0.31	0.78113	0.75692	0.90667	0.937304	0.18	0.83928	0	0	7966938	7966938	GCN1
9.29	0.026	-0.016	0.15	-0.09	0.88371	0.92658	0.954451	0.980994	0.03	0.97097	0	0	7966996	7966996	RPLP0
7.83	0.082	0.123	0.97	1.45	0.34061	0.16023	0.632891	0.704295	1.09	0.35227	0	0	7967002	7967002	PXN
6.79	0.114	0.076	1.25	0.84	0.2229	0.4087	0.542734	0.822222	0.81	0.45536	0	0	7967021	7967021	PXN
8	-0.248	-0.254	-1.11	-1.14	0.27685	0.26662	0.585363	0.760468	0.84	0.44253	0	0	7967025	7967025	NA
7.12	0.094	0.432	0.46	2.13	0.64602	0.04289	0.831963	0.573693	2.51	0.10098	0	0	7967030	7967030	RNU4-1
6.38	-0.06	0.056	-0.76	0.71	0.45318	0.48268	0.71106	0.848137	1.09	0.35238	0	0	7967032	7967032	NA
6.62	0.155	0.078	1.86	0.94	0.0744	0.35784	0.391491	0.80289	1.73	0.19728	0	0	7967039	7967039	MSI1
7.41	-0.005	-0.072	-0.06	-0.92	0.95061	0.36567	0.98263	0.806357	0.53	0.59507	0	0	7967056	7967056	TRIAP1
8.73	-0.042	0.024	-0.67	0.39	0.50684	0.70079	0.748158	0.921487	0.58	0.56857	0	0	7967060	7967060	SRSF9
6.47	0.119	0.248	1.52	3.16	0.14118	0.0041	0.46445	0.391605	4.99	0.01497	0	0	7967067	7967067	NA
7.34	-0.078	-0.151	-1.18	-2.29	0.24951	0.0307	0.56406	0.54635	2.62	0.09243	0	0	7967072	7967072	COQ5
5.86	-0.034	-0.105	-0.41	-1.27	0.68342	0.21635	0.852046	0.734006	0.84	0.44482	0	0	7967084	7967084	POP5
5.81	0.026	-0.159	0.22	-1.32	0.8313	0.19947	0.931412	0.727144	1.38	0.27055	0	0	7967089	7967089	NA
8.42	-0.243	0.071	-1.87	0.54	0.07358	0.59194	0.390737	0.886378	3.2	0.05792	0	0	7967091	7967091	SPPL3
7.28	-0.001	-0.003	-0.02	-0.04	0.98652	0.9723	0.995421	0.992789	0	0.99938	0	0	7967109	7967109	C12orf43
5.99	0.21	0.158	1.67	1.25	0.10665	0.22098	0.426669	0.735475	1.52	0.23884	0	0	7967117	7967117	OASL
7.28	-0.023	-0.04	-0.37	-0.64	0.71802	0.52833	0.873698	0.866018	0.21	0.81536	0	0	7967127	7967127	CAMKK2
7.86	-0.052	-0.017	-0.52	-0.17	0.60992	0.86929	0.812798	0.969143	0.14	0.87081	0	0	7967149	7967149	ANAPC5
6.62	-0.189	-0.094	-2.66	-1.33	0.01331	0.19498	0.286979	0.724299	3.54	0.044	0	0	7967175	7967175	KDM2B
7.8	-0.096	0.183	-0.88	1.67	0.38628	0.10664	0.664586	0.660667	3.37	0.05051	0	0	7967193	7967193	MORN3
6.47	0.148	0.256	1.78	3.08	0.08785	0.00491	0.405123	0.396323	4.79	0.01726	0	0	7967202	7967202	RHOF
6.87	-0.278	-0.062	-2.85	-0.64	0.00867	0.52931	0.27753	0.866371	4.46	0.02193	0	0	7967210	7967210	LINC01089
7.17	0.051	-0.047	0.93	-0.84	0.36032	0.40684	0.646375	0.820658	1.58	0.22626	0	0	7967230	7967230	DIABLO
7.5	-0.1	-0.076	-1.06	-0.81	0.29984	0.42583	0.601293	0.82984	0.61	0.54982	0	0	7967240	7967240	VPS33A
9.75	-0.225	-0.05	-2.52	-0.56	0.01829	0.57884	0.302483	0.881116	3.51	0.04523	0	0	7967255	7967255	CLIP1
6.99	0.023	-0.009	0.31	-0.12	0.76046	0.90858	0.895238	0.977225	0.1	0.90868	0	0	7967287	7967287	ZCCHC8
7.89	-0.263	-0.179	-2.16	-1.47	0.04081	0.15387	0.347266	0.699584	2.43	0.10867	0	0	7967304	7967304	RSRC2
6.18	0.279	0.296	1.4	1.48	0.1748	0.15081	0.499706	0.695443	1.38	0.26894	0	0	7967318	7967318	HCAR2
5.89	0.022	0.243	0.1	1.12	0.9203	0.27462	0.969956	0.763889	0.76	0.47673	0	0	7967322	7967322	HCAR3
5.38	-0.119	-0.075	-0.76	-0.48	0.452	0.63551	0.710193	0.901379	0.3	0.74476	0	0	7967325	7967325	HCAR1
7.92	-0.013	-0.038	-0.24	-0.72	0.81293	0.4771	0.922044	0.84655	0.27	0.76532	0	0	7967331	7967331	VPS37B
5.72	0.101	0.078	1.7	1.31	0.10196	0.20269	0.420633	0.728588	1.58	0.22551	0	0	7967337	7967337	ABCB9
6.99	0.135	0.03	1.43	0.31	0.16361	0.75557	0.487064	0.936783	1.14	0.33651	0	0	7967358	7967358	PITPNM2
6.49	-0.109	-0.302	-0.96	-2.66	0.34795	0.01349	0.637863	0.494883	3.62	0.04144	0	0	7967386	7967386	MPHOSPH9
8.21	0.037	-0.05	0.34	-0.47	0.73429	0.64561	0.882339	0.904256	0.33	0.72237	0	0	7967412	7967412	CDK2AP1
8.21	-0.25	0.023	-2.31	0.21	0.02926	0.8368	0.32691	0.959261	3.91	0.03315	0	0	7967420	7967420	SBNO1
5.57	0.072	0.121	0.74	1.25	0.46392	0.22169	0.717365	0.735829	0.79	0.46294	0	0	7967452	7967452	NA
6.66	-0.096	-0.131	-1.11	-1.51	0.27907	0.14376	0.587223	0.688026	1.22	0.31183	0	0	7967456	7967456	RILPL2
6.57	-0.067	-0.137	-0.99	-2.01	0.33273	0.05495	0.627549	0.593844	2.03	0.15284	0	0	7967463	7967463	RILPL1
8.8	-0.075	-0.035	-0.99	-0.45	0.33129	0.65376	0.626614	0.906483	0.49	0.61728	0	0	7967473	7967473	EIF2B1
7.13	-0.045	-0.155	-0.54	-1.85	0.59131	0.07557	0.801241	0.626599	1.81	0.18346	0	0	7967486	7967486	CCDC92
7.45	0.135	0.191	1.7	2.4	0.10187	0.02425	0.42052	0.519061	3.04	0.06569	0	0	7967493	7967493	NCOR2
9.92	0.3	0.623	1.91	3.97	0.06689	0.00052	0.381872	0.24492	7.9	0.00217	0	0	7967544	7967544	SCARB1
12.8	0.057	0.071	0.73	0.92	0.47443	0.36866	0.724983	0.806818	0.47	0.63219	0	0	7967563	7967563	UBC
6.34	-0.01	-0.045	-0.15	-0.66	0.88266	0.51232	0.954285	0.85959	0.24	0.78591	0	0	7967586	7967586	NA
6.96	0.096	0.037	1.64	0.62	0.11438	0.5389	0.43543	0.870153	1.36	0.27422	0	0	7967588	7967588	DHX37
12.92	0.003	0.005	0.04	0.08	0.96497	0.93373	0.988071	0.982962	0	0.99648	0	0	7967620	7967620	NA
7.54	-0.052	-0.051	-0.53	-0.52	0.60309	0.60972	0.808083	0.890526	0.18	0.83508	0	0	7967624	7967624	SLC15A4
5.96	-0.275	-0.143	-2.25	-1.17	0.03308	0.25236	0.333689	0.754812	2.54	0.09862	0	0	7967636	7967636	NA
6.04	-0.053	0.051	-0.91	0.88	0.36962	0.38566	0.652745	0.814486	1.61	0.21905	0	0	7967641	7967641	TMEM132D
5.9	0.159	0.105	2.12	1.4	0.04391	0.17275	0.35269	0.713093	2.33	0.1181	0	0	7967660	7967660	RIMBP2
6.74	0.185	-0.006	1.85	-0.06	0.07559	0.95004	0.39289	0.987897	2.37	0.11394	0	0	7967685	7967685	STX2
5.68	0.056	0.014	0.7	0.18	0.49089	0.86133	0.736453	0.966612	0.26	0.76982	0	0	7967700	7967700	LOC100128840
6.62	0.113	0.192	1.18	2	0.24926	0.05634	0.56395	0.594694	2.02	0.1533	0	0	7967705	7967705	NA
6.53	0.201	0.062	1.98	0.61	0.05914	0.54434	0.372147	0.872361	2.05	0.15014	0	0	7967707	7967707	NA
6.95	0.199	0.095	2.33	1.12	0.02818	0.27422	0.32523	0.763584	2.71	0.08568	0	0	7967709	7967709	NA
6.68	0.124	0.055	2.08	0.93	0.04794	0.3607	0.358407	0.803509	2.17	0.13517	0	0	7967711	7967711	DDX51
6.36	0.11	0.102	1.65	1.52	0.11133	0.14045	0.431583	0.683594	1.69	0.20562	0	0	7967727	7967727	GALNT9
6.91	-0.1	-0.165	-1.48	-2.44	0.15201	0.02202	0.475275	0.515658	3.02	0.0666	0	0	7967736	7967736	POLE
7.21	0.243	0.11	4.21	1.92	0.00028	0.06684	0.230189	0.617612	8.91	0.00118	0	0	7967789	7967789	PXMP2
6.08	-0.006	0.012	-0.08	0.16	0.94032	0.87693	0.977978	0.970448	0.03	0.9724	0	0	7967792	7967792	NA
8.3	0.012	-0.033	0.19	-0.55	0.8478	0.58619	0.939945	0.883751	0.3	0.74411	0	0	7967794	7967794	ANKLE2
7.88	-0.107	-0.06	-1.6	-0.9	0.1221	0.37923	0.444411	0.810789	1.29	0.29397	0	0	7967810	7967810	GOLGA3
8	0.134	0.01	2.05	0.15	0.05043	0.8785	0.36152	0.970737	2.62	0.09264	0	0	7967841	7967841	CHFR
6.5	-0.02	-0.061	-0.17	-0.53	0.86634	0.59869	0.947127	0.888327	0.15	0.86296	0	0	7967863	7967863	ZNF605
5.6	-0.013	-0.118	-0.13	-1.23	0.89516	0.23175	0.959354	0.742998	0.9	0.41762	0	0	7967870	7967870	NA
5.38	0.136	0.156	1.28	1.47	0.2114	0.15446	0.534581	0.700644	1.28	0.29604	0	0	7967872	7967872	NA
