A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	p.value.adj.BasalvsLP	p.value.adj.BasalvsML	p.value.adj.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL
6.18	0.334	0.274	-0.06	0	0	0	0.99946	0.99969	0.99998	1	1	1	0	0	0	75553	Zc3h14
4.94	-3.217	-2.014	1.204	-11.39	-5.15	1.2	0	0.00044	0.13159	4.6e-05	0.002835	1	-1	-1	0	319670	Eml5
4.09	0.443	0.101	-0.343	0	0	0	0.99694	0.9999	0.99903	1	1	1	0	0	0	76260	Ttc8
5.11	0.556	1.467	0.911	0	2.88	0	0.98841	0.01024	0.70919	1	0.044967	1	0	1	0	71375	Foxn3
-0.94	2.504	2.022	-0.481	3.9	2.86	0	0.00231	0.01061	0.88432	0.01261	0.046408	1	1	1	0	78767	Efcab11
3.82	0.451	0.674	0.223	0	0	0	0.99602	0.96527	0.9995	1	1	1	0	0	0	104884	Tdp1
6.18	0.234	-0.028	-0.262	0	0	0	0.99985	0.99999	0.99987	1	1	1	0	0	0	19179	Psmc1
3.74	-0.261	-0.56	-0.299	0	0	0	0.99074	0.94424	0.99084	1	1	1	0	0	0	217827	Nrde2
7.98	0.285	0.925	0.64	0	0	0	0.99883	0.67137	0.97947	1	1	1	0	0	0	12313	Calm1
2.59	4.112	4.896	0.784	10.09	12.1	0	0	0	0.72328	8.2e-05	3e-05	1	1	1	0	104718	Ttc7b
3.78	-0.388	0.949	1.337	0	0	1.45	0.98661	0.5819	0.09204	1	1	0.873811	0	0	0	73086	Rps6ka5
6.63	-0.204	-0.055	0.149	0	0	0	0.99977	0.99996	0.99992	1	1	1	0	0	0	100040123	Gm2614
1.96	-2.407	-3.434	-1.027	-4.66	-8.38	-0.12	0.00082	2e-05	0.45542	0.00516	0.000196	1	-1	-1	0	217830	9030617O03Rik
4.69	-3.107	-3.845	-0.738	-15.39	-20.93	0	0	0	0.97688	1.2e-05	4e-06	1	-1	-1	0	68339	Ccdc88c
7.03	-0.345	0.261	0.607	0	0	0	0.9963	0.99812	0.97519	1	1	1	0	0	0	68734	Ppp4r3a
0.14	0.176	-0.085	-0.261	0	0	0	0.9846	0.9942	0.97663	1	1	1	0	0	0	319760	D130020L05Rik
2.48	-4.596	-2.214	2.382	-8.76	-2.8	4.16	1e-05	0.01168	0.0016	0.000173	0.05047	0.055478	-1	0	0	74413	Tc2n
2.62	1.871	2.292	0.421	3.15	4.72	0	0.00684	0.00076	0.95949	0.032595	0.004501	1	1	1	0	23876	Fbln5
6.44	-0.577	-0.196	0.381	0	0	0	0.94809	0.99627	0.98981	1	1	1	0	0	0	109181	Trip11
5.08	0.013	-0.188	-0.201	0	0	0	0.99999	0.99982	0.99984	1	1	1	0	0	0	110616	Atxn3
4.93	0.411	-0.488	-0.899	0	0	0	0.98168	0.97324	0.66903	1	1	1	0	0	0	100040297	Gm2695
5.59	0.323	0.252	-0.07	0	0	0	0.99728	0.99853	0.99981	1	1	1	0	0	0	51786	Cpsf2
3.7	0.945	-1.187	-2.132	0	-0.94	-5.34	0.59288	0.18758	0.00035	1	0.600193	0.026124	0	0	-1	217835	Rin3
5.22	0.236	-0.595	-0.831	0	0	0	0.99995	0.99758	0.93338	1	1	1	0	0	0	19141	Lgmn
5.48	0.167	0.134	-0.033	0	0	0	0.99986	0.9999	0.99999	1	1	1	0	0	0	27277	Golga5
5.2	-0.822	-0.431	0.391	0	0	0	0.83517	0.99464	0.99729	1	1	1	0	0	0	217837	Itpk1
4.47	0.212	0.733	0.521	0	0	0	0.99971	0.94784	0.99511	1	1	1	0	0	0	320351	Tmem251
2.05	0.651	1.023	0.372	0	0.11	0	0.93063	0.45826	0.99004	1	1	1	0	0	0	100233175	Gon7
4.57	0.363	0.109	-0.253	0	0	0	0.99942	0.99996	0.99984	1	1	1	0	0	0	66622	Ubr7
6.48	-0.036	0.205	0.241	0	0	0	0.99999	0.99987	0.99989	1	1	1	0	0	0	238386	Btbd7
-1.13	6.252	6.877	0.625	9.65	10.87	0	1e-05	0	0.73353	0.000109	5.1e-05	1	1	1	0	217843	Unc79
-0.43	7.815	7.53	-0.285	8.83	8.94	0	1e-05	1e-05	0.87164	0.000178	0.00015	1	1	1	0	65256	Asb2
2.44	0.436	0.057	-0.379	0	0	0	0.98141	0.99943	0.98895	1	1	1	0	0	0	68149	Otub2
6.86	0.172	0.004	-0.168	0	0	0	0.99997	1	0.99998	1	1	1	0	0	0	27225	Ddx24
6	-0.234	0.022	0.256	0	0	0	0.9999	1	0.99992	1	1	1	0	0	0	52668	Ifi27
0.26	-0.273	0.702	0.975	0	0	0	0.95686	0.76058	0.52532	1	1	1	0	0	0	76933	Ifi27l2a
0.08	0.977	2.541	1.564	0	4.1	1.48	0.52644	0.00174	0.08895	1	0.009342	0.857096	0	1	0	74521	Ppp4r4
0.99	3.603	4.851	1.248	4.68	6.22	0.37	0.00082	0.00014	0.36467	0.005161	0.001056	1	1	1	0	238393	Serpina3f
1.2	4.293	4.573	0.28	8.3	9.14	0	2e-05	1e-05	0.93782	0.00023	0.000124	1	1	1	0	20715	Serpina3g
4.63	6.307	6.135	-0.171	10.92	10.9	0	0	0	0.9558	5.9e-05	4.9e-05	1	1	1	0	546546	Serpina3h
2.46	6.388	6.412	0.024	10.88	11.36	0	0	0	0.99276	6e-05	4.1e-05	1	1	1	0	628900	Serpina3i
1.09	5.16	5.976	0.816	5.15	5.97	0	0.00048	0.00019	0.61999	0.003222	0.001373	1	1	1	0	20717	Serpina3m
5.35	5.137	5.932	0.795	9.66	11.25	0	1e-05	0	0.67618	0.000106	4.2e-05	1	1	1	0	20716	Serpina3n
6.63	-0.328	0.033	0.361	0	0	0	0.99506	0.99977	0.99554	1	1	1	0	0	0	192119	Dicer1
7.38	-1.172	-0.044	1.128	-0.71	0	0.57	0.2492	0.99919	0.29153	0.778027	1	1	0	0	0	94040	Clmn
4.22	-1.719	-1.535	0.185	-5.06	-3.78	0	5e-04	0.00274	0.99989	0.003351	0.013867	1	-1	-1	0	212073	Syne3
-0.84	4.5	4.233	-0.267	5.69	5.66	0	0.00025	0.00025	0.89465	0.001855	0.001753	1	1	1	0	12062	Bdkrb2
6.2	-0.122	0.195	0.317	0	0	0	0.99998	0.99995	0.99991	1	1	1	0	0	0	76559	Atg2b
3.72	0.792	0.123	-0.669	0	0	0	0.83668	0.99937	0.93806	1	1	1	0	0	0	66787	Gskip
-0.36	0.652	-0.705	-1.358	0	0	-1.11	0.83081	0.81794	0.14922	1	1	1	0	0	0	78801	Ak7
7.41	0.528	0.402	-0.126	0	0	0	0.99511	0.99862	0.99994	1	1	1	0	0	0	18789	Papola
4.19	0.829	1.004	0.175	0	0.02	0	0.83838	0.49034	0.99958	1	1	1	0	0	0	22367	Vrk1
0.61	5.959	6.068	0.109	9.32	9.89	0	1e-05	1e-05	0.96304	0.000129	8.3e-05	1	1	1	0	58208	Bcl11b
5.91	-0.434	-0.356	0.078	0	0	0	0.99829	0.99921	0.99997	1	1	1	0	0	0	52690	Setd3
5.48	0.113	0.066	-0.047	0	0	0	0.99998	0.99999	1	1	1	1	0	0	0	12454	Ccnk
3.05	0.687	0.004	-0.683	0	0	0	0.92551	0.99999	0.93346	1	1	1	0	0	0	668158	Ccdc85c
1.11	2.149	3.351	1.202	3.54	6.6	0.54	0.00383	9e-05	0.30332	0.019562	0.000727	1	1	1	0	13116	Cyp46a1
2.18	5.288	5.413	0.125	13.92	15.19	0	0	0	0.98906	1.8e-05	1.2e-05	1	1	1	0	68519	Eml1
4.19	1.726	2.546	0.82	3.91	8.01	0	0.00226	2e-05	0.81006	0.012379	0.00025	1	1	1	0	14026	Evl
1.38	0.288	1.655	1.367	0	2.14	1.2	0.98369	0.03243	0.13157	1	0.125533	1	0	0	0	70059	Degs2
6.52	0.088	0.422	0.334	0	0	0	0.99999	0.99966	0.99992	1	1	1	0	0	0	22632	Yy1
2.84	-0.49	-0.388	0.102	0	0	0	0.9627	0.982	0.99814	1	1	1	0	0	0	214663	Slc25a29
0.97	0.736	0.874	0.138	0	0	0	0.86302	0.70839	0.99778	1	1	1	0	0	0	104910	Slc25a47
6.21	0.09	-0.908	-0.999	0	0	0	0.99985	0.71186	0.50314	1	1	1	0	0	0	22375	Wars
2.46	-0.258	-0.68	-0.422	0	0	0	0.99746	0.93779	0.99326	1	1	1	0	0	0	212198	Wdr25
1.02	5.831	6.913	1.082	14.31	15.75	0.2	0	0	0.42362	1.7e-05	1.1e-05	1	1	1	0	380785	Begain
-1.89	5.051	4.655	-0.396	5	4.69	0	0.00057	0.00084	0.81977	0.003796	0.004885	1	1	1	0	13386	Dlk1
1.68	1.464	3.431	1.967	0.75	3.48	1.35	0.23981	0.00434	0.10926	0.754185	0.020771	0.984491	0	1	0	17263	Meg3
0.71	1.145	3.094	1.948	0.26	3.32	1.47	0.40374	0.00545	0.09119	1	0.025443	0.869233	0	1	0	75745	Rian
6.36	0.036	0.113	0.078	0	0	0	0.99999	0.99997	0.99999	1	1	1	0	0	0	629595	Gm6988
7.18	0.051	-0.313	-0.364	0	0	0	1	0.99992	0.99992	1	1	1	0	0	0	26931	Ppp2r5c
0.04	0.037	-0.698	-0.735	0	0	0	0.99703	0.81823	0.78901	1	1	1	0	0	0	100503237	Gm19605
9.8	0.002	-0.279	-0.281	0	0	0	1	0.99978	0.99988	1	1	1	0	0	0	13424	Dync1h1
-0.32	1.038	1.017	-0.021	0.13	0.06	0	0.44995	0.47667	0.99899	1	1	1	0	0	0	66323	1700001K19Rik
7.93	0.389	0.664	0.275	0	0	0	0.99695	0.9615	0.99933	1	1	1	0	0	0	15519	Hsp90aa1
4.12	-0.433	-0.226	0.207	0	0	0	0.99025	0.99814	0.99871	1	1	1	0	0	0	69641	Wdr20
1.31	0.057	-1.098	-1.155	0	-0.46	-0.71	0.99907	0.32913	0.2482	1	0.970662	1	0	0	0	26448	Mok
3.19	-1.244	-1.15	0.093	-1.28	-0.8	0	0.1181	0.22353	0.99972	0.409502	0.699433	1	0	0	0	72805	Zfp839
3.87	-0.394	-0.298	0.096	0	0	0	0.99829	0.99933	0.99992	1	1	1	0	0	0	100041649	Mpc1-ps
4.22	0.83	0.77	-0.06	0	0	0	0.82766	0.89892	0.99987	1	1	1	0	0	0	67236	Cinp
4.47	-0.29	-0.011	0.279	0	0	0	0.9973	0.99995	0.99804	1	1	1	0	0	0	104859	Tecpr2
3.08	0.421	0.655	0.234	0	0	0	0.99619	0.96707	0.99924	1	1	1	0	0	0	74251	Ankrd9
6	0.642	0.721	0.079	0	0	0	0.98644	0.9661	0.99997	1	1	1	0	0	0	217864	Rcor1
6.07	0.61	0.075	-0.534	0	0	0	0.98815	0.99995	0.99626	1	1	1	0	0	0	22031	Traf3
7.43	-0.412	-0.562	-0.15	0	0	0	0.99973	0.99829	0.99999	1	1	1	0	0	0	217866	Cdc42bpb
-0.45	5.075	6.357	1.282	8.99	10.63	0.51	1e-05	0	0.3135	0.000154	5.6e-05	1	1	1	0	380787	A230065H16Rik
3.9	0.214	0.6	0.387	0	0	0	0.99802	0.95967	0.99298	1	1	1	0	0	0	74190	Exoc3l4
6.56	-5.931	-5.005	0.926	-12.79	-10.46	0	0	0	0.58376	2.9e-05	5.9e-05	1	-1	-1	0	21928	Tnfaip2
1.74	-3.132	-2.619	0.514	-4.42	-3.31	0	0.00114	0.0054	0.88554	0.006856	0.025234	1	-1	-1	0	212539	Gm266
9.12	-0.486	0.4	0.886	0	0	0	0.9805	0.99013	0.7167	1	1	1	0	0	0	217869	Eif5
2.6	-1.003	0.19	1.193	-0.01	0	0.71	0.49584	0.98986	0.24903	1	1	1	0	0	0	100316932	Snora28
2.16	-1.924	-0.872	1.051	-2.47	0	0.15	0.01931	0.62523	0.44265	0.082568	1	1	0	0	0	100504687	2810029C07Rik
6.99	-0.229	0.101	0.33	0	0	0	0.99975	0.99993	0.99961	1	1	1	0	0	0	17169	Mark3
2.66	4.713	5.025	0.312	17.19	19.07	0	0	0	0.99034	8e-06	5e-06	1	1	1	0	12709	Ckb
4.03	0.164	0.683	0.519	0	0	0	0.99871	0.92377	0.9797	1	1	1	0	0	0	328162	Trmt61a
5.11	0.435	0.734	0.299	0	0	0	0.99816	0.95379	0.9996	1	1	1	0	0	0	70369	Bag5
4.26	0.724	0.066	-0.657	0	0	0	0.92157	0.99984	0.96109	1	1	1	0	0	0	68020	Apopt1
5.82	-0.006	0.107	0.113	0	0	0	1	0.99996	0.99997	1	1	1	0	0	0	16593	Klc1
3.26	-1.097	-0.363	0.733	-0.27	0	0	0.39555	0.94624	0.77627	1	1	1	0	0	0	74335	Xrcc3
2.85	-0.571	-0.537	0.034	0	0	0	0.95227	0.96409	0.99967	1	1	1	0	0	0	68520	Zfyve21
5.56	-1.063	-0.699	0.364	-0.52	0	0	0.31008	0.97974	0.99972	0.935911	1	1	0	0	0	21981	Ppp1r13b
5.3	0.204	-0.23	-0.434	0	0	0	0.99957	0.99952	0.99761	1	1	1	0	0	0	70257	2010107E04Rik
-0.58	-3.676	-3.419	0.257	-4.64	-4.2	0	0.00087	0.00154	0.94883	0.005412	0.008402	1	-1	-1	0	104816	Aspg
0.97	1.756	0.243	-1.514	1.73	0	-1.21	0.06141	0.96567	0.13141	0.229869	1	1	0	0	0	668303	Kif26a
6.52	1.946	-0.101	-2.047	3.15	0	-3.74	0.00688	0.99494	0.0029	0.032765	1	0.080692	1	0	0	70435	Inf2
3.91	-0.306	-1.025	-0.719	0	-0.11	0	0.9917	0.45647	0.88764	1	1	1	0	0	0	11565	Adssl1
3.67	1.616	1.205	-0.411	3.27	1.15	0	0.00574	0.14161	0.99306	0.027918	0.469428	1	1	0	0	30954	Siva1
7.71	0.587	0.087	-0.5	0	0	0	0.99113	0.99993	0.99778	1	1	1	0	0	0	11651	Akt1
4.65	-2.788	-2.977	-0.189	-10.32	-11.48	0	0	0	0.99975	7.2e-05	3.7e-05	1	-1	-1	0	382639	Zbtb42
8.41	-0.459	-0.237	0.223	0	0	0	0.99749	0.99968	0.99984	1	1	1	0	0	0	217882	Cep170b
-0.74	2.68	2.724	0.043	2.69	2.83	0	0.01394	0.01131	0.98339	0.061556	0.049033	1	0	1	0	104759	Pld4
1.86	-0.235	-2.068	-1.832	0	-2.74	-2.12	0.95037	0.01288	0.03368	1	0.055076	0.436516	0	0	0	100041194	Ahnak2
0.36	-0.574	-2.032	-1.458	0	-1.96	-0.91	0.77122	0.04326	0.19645	1	0.163017	1	0	0	0	100047183	NA
3.42	1.593	0.504	-1.089	3.55	0	-0.55	0.00379	0.99455	0.30007	0.019394	1	1	1	0	0	217887	BC022687
5.89	0.141	0.29	0.149	0	0	0	0.99953	0.99832	0.99965	1	1	1	0	0	0	71963	Cdca4
4.13	6.362	6.062	-0.3	12.36	12.59	0	0	0	0.93145	3.4e-05	2.6e-05	1	1	1	0	16450	Jag2
3.9	0.995	0.06	-0.935	0	0	0	0.51183	0.99996	0.66846	1	1	1	0	0	0	66174	Nudt14
5.73	-0.471	-0.152	0.318	0	0	0	0.99899	0.99996	0.99987	1	1	1	0	0	0	72308	Brf1
3.02	-0.383	-0.082	0.301	0	0	0	0.96251	0.99545	0.97866	1	1	1	0	0	0	399566	Btbd6
5.57	-0.826	-0.657	0.169	0	0	0	0.87939	0.98151	0.99991	1	1	1	0	0	0	217893	Pacs2
6.31	0.324	0.067	-0.257	0	0	0	0.99961	0.99997	0.99987	1	1	1	0	0	0	116870	Mta1
7.98	0.177	-0.982	-1.159	0	0	-1.19	0.9998	0.54848	0.13461	1	1	1	0	0	0	68337	Crip2
5.61	-0.888	-2.658	-1.77	0	-7.95	-3.96	0.69452	2e-05	0.00211	1	0.000259	0.065689	0	-1	0	12925	Crip1
3.08	1.41	1.088	-0.322	1.47	0.33	0	0.09025	0.37456	0.97948	0.324696	1	1	0	0	0	104732	4930427A07Rik
3.78	-0.692	-0.041	0.651	0	0	0	0.89362	0.99939	0.92495	1	1	1	0	0	0	56220	Zfp386
4.98	-0.732	-0.732	0.001	0	0	0	0.95226	0.95364	1	1	1	1	0	0	0	217935	Wdr60
7.78	-0.252	0.247	0.499	0	0	0	0.99972	0.99974	0.99807	1	1	1	0	0	0	52635	Esyt2
2.93	-0.295	0.834	1.128	0	0	0.59	0.995	0.76206	0.2845	1	1	1	0	0	0	319545	D430020J02Rik
4.5	1.527	2.122	0.595	2.53	5.31	0	0.01761	0.00037	0.95571	0.075992	0.002401	1	0	1	0	76044	Ncapg2
0.38	1.704	1.322	-0.381	2.49	1.22	0	0.01876	0.12819	0.96732	0.080484	0.430405	1	0	0	0	627375	Gm6750
4.1	-1.245	0.089	1.334	-1.36	0	1.9	0.10517	0.99956	0.04672	0.370587	1	0.553361	0	0	0	217944	Rapgef5
5.1	0.999	0.901	-0.098	0	0	0	0.50092	0.67533	0.99923	1	1	1	0	0	0	217946	Cdca7l
2.06	-2.222	-3.922	-1.699	-3.27	-8.19	-2.53	0.00574	2e-05	0.01776	0.027918	0.000224	0.274386	-1	-1	0	13411	Dnah11
4.47	0.978	1.235	0.257	0	1.84	0	0.56621	0.05182	0.9998	1	0.19142	1	0	0	0	20688	Sp4
4.78	-0.753	1.41	2.163	0	1.77	5.28	0.85681	0.05787	0.00038	1	0.211644	0.027145	0	0	1	320910	Itgb8
4.92	-0.88	-1.203	-0.323	0	-1.56	0	0.80627	0.07888	0.99974	1	0.279738	1	0	0	0	238455	Macc1
8.21	-0.411	-0.346	0.065	0	0	0	0.99955	0.99977	0.99999	1	1	1	0	0	0	14569	Gdi2
6.44	0.102	0.588	0.485	0	0	0	0.99499	0.90139	0.95209	1	1	1	0	0	0	105203	Fam208b
4.41	-0.601	-0.85	-0.249	0	0	0	0.98613	0.83363	0.99969	1	1	1	0	0	0	142688	Asb13
0.68	4.819	4.224	-0.595	9.29	8.8	0	1e-05	1e-05	0.80985	0.000128	0.000151	1	1	1	0	70405	Calml3
5.03	2.491	1.275	-1.217	6.5	1.28	-0.99	1e-04	0.11759	0.17507	0.000854	0.399071	1	1	0	0	56349	Net1
0.58	-0.926	0.456	1.382	0	0	0.59	0.55319	0.80922	0.28862	1	1	1	0	0	0	105387	Akr1c14
-0.45	0.219	0.25	0.031	0	0	0	0.90131	0.88718	0.98581	1	1	1	0	0	0	105349	Akr1c18
0.47	-2.125	-4.242	-2.117	-2.48	-7.67	-3.23	0.0192	3e-05	0.00607	0.082126	0.000322	0.126911	0	-1	0	27384	Akr1c13
-2.46	-4.003	-6.222	-2.219	-4.71	-8.72	-2.64	8e-04	1e-05	0.01507	0.005025	0.000166	0.243081	-1	-1	0	622402	Akr1c12
3.16	0.161	0.085	-0.076	0	0	0	0.99973	0.9999	0.99991	1	1	1	0	0	0	56043	Akr1e1
10.89	-2.192	-1.413	0.779	-6.09	-2.13	0	0.00015	0.03316	0.86665	0.001232	0.127981	1	-1	0	0	23849	Klf6
6.49	0.29	0.824	0.533	0	0	0	0.99857	0.83744	0.99135	1	1	1	0	0	0	69617	Pitrm1
6.44	0.608	1.915	1.307	0	6.79	2.46	0.99048	7e-05	0.01962	1	0.000621	0.293426	0	1	0	56421	Pfkp
-2.36	-5.222	-7.362	-2.14	-8.98	-14.25	-3.34	1e-05	0	0.00515	0.000156	1.6e-05	0.112844	-1	-1	0	94191	Adarb2
4.99	-0.442	-0.323	0.119	0	0	0	0.96617	0.98397	0.99711	1	1	1	0	0	0	207615	Wdr37
2.84	-0.019	0.385	0.404	0	0	0	0.99954	0.97941	0.97796	1	1	1	0	0	0	319554	Idi1
6.7	0.161	0.536	0.375	0	0	0	0.99676	0.95692	0.98933	1	1	1	0	0	0	69237	Gtpbp4
6.59	-0.571	-0.285	0.285	0	0	0	0.97403	0.99742	0.99825	1	1	1	0	0	0	217980	Larp4b
6.28	0.15	-0.024	-0.174	0	0	0	0.99996	0.99999	0.99997	1	1	1	0	0	0	208440	Dip2c
7.37	0.259	0.155	-0.104	0	0	0	0.99991	0.99997	0.99999	1	1	1	0	0	0	66505	Zmynd11
1.74	-1.724	0.672	2.397	-3.51	0	6.46	0.004	0.89952	1e-04	0.02032	1	0.015422	-1	0	1	12671	Chrm3
3.21	0.706	0.915	0.209	0	0	0	0.96137	0.71544	0.9997	1	1	1	0	0	0	328186	Gm10336
4.26	0.616	1.021	0.405	0	0.17	0	0.99122	0.43651	0.99917	1	1	1	0	0	0	238505	Mtr
4.47	-0.818	-0.909	-0.091	0	0	0	0.91164	0.76284	0.99998	1	1	1	0	0	0	100039826	NA
6.39	0.13	0.486	0.357	0	0	0	0.99971	0.99322	0.99857	1	1	1	0	0	0	217995	Heatr1
5.58	0.356	0.288	-0.067	0	0	0	0.99972	0.99986	0.99999	1	1	1	0	0	0	56048	Lgals8
-0.08	5.98	6.42	0.44	9.53	10.69	0	1e-05	0	0.83436	0.000115	5.5e-05	1	1	1	0	171211	Edaradd
4.19	-0.767	-0.442	0.325	0	0	0	0.94753	0.99881	0.99974	1	1	1	0	0	0	67475	Ero1lb
2.7	1.047	-0.017	-1.065	0.21	0	-0.3	0.41787	0.99989	0.38473	1	1	1	0	0	0	664862	Gpr137b-ps
4.28	0.596	-0.036	-0.632	0	0	0	0.99267	0.99999	0.9909	1	1	1	0	0	0	100039786	Gm2423
2.06	1.351	-0.753	-2.104	1.12	0	-3.72	0.1486	0.81102	0.00298	0.499863	1	0.0815	0	0	0	83924	Gpr137b
5.55	1.175	2.878	1.703	0.34	3.49	1.39	0.37325	0.00416	0.10158	1	0.020037	0.932313	0	1	0	18073	Nid1
5.53	-0.339	0.049	0.388	0	0	0	0.99942	0.99997	0.99933	1	1	1	0	0	0	17101	Lyst
5.33	0.585	0.992	0.407	0	0	0	0.96434	0.51565	0.99257	1	1	1	0	0	0	97884	B3galnt2
4.48	-0.592	-0.458	0.135	0	0	0	0.95166	0.98227	0.99884	1	1	1	0	0	0	70430	Tbce
4.13	-0.035	-0.219	-0.184	0	0	0	0.99998	0.99983	0.9999	1	1	1	0	0	0	14593	Ggps1
7.01	-0.185	0.042	0.226	0	0	0	0.99141	0.99835	0.99175	1	1	1	0	0	0	94246	Arid4b
4.03	0.171	-0.206	-0.377	0	0	0	0.99989	0.99988	0.99943	1	1	1	0	0	0	75398	Mrpl32
5.91	0.216	-0.332	-0.548	0	0	0	0.99981	0.99949	0.99648	1	1	1	0	0	0	19166	Psma2
2.61	-0.424	-1.539	-1.116	0	-2.16	-0.48	0.96823	0.03138	0.32239	1	0.121939	1	0	0	0	105351	AW209491
5.45	-0.746	-0.523	0.223	0	0	0	0.97047	0.99834	0.99995	1	1	1	0	0	0	670994	Gm9512
5.23	2.646	1.311	-1.335	9.39	1.9	-2.01	1e-05	0.04678	0.04002	0.000118	0.175253	0.491231	1	0	0	14634	Gli3
3.5	-1.272	-1.128	0.144	-0.47	-0.22	0	0.32845	0.41788	0.95916	0.979676	1	1	0	0	0	16323	Inhba
0.09	-1.674	-1.794	-0.121	-1.86	-2.24	0	0.05028	0.02777	0.99219	0.192948	0.109506	1	0	0	0	192136	Sugct
3.28	0.772	0.91	0.138	0	0	0	0.92484	0.72893	0.99986	1	1	1	0	0	0	66308	Mplkip
6.7	-0.418	-0.032	0.386	0	0	0	0.99797	0.99997	0.99902	1	1	1	0	0	0	69562	Cdk13
5.49	-0.01	-0.356	-0.346	0	0	0	1	0.99943	0.99962	1	1	1	0	0	0	56044	Rala
3.41	0.237	0.272	0.035	0	0	0	0.99805	0.9977	0.99984	1	1	1	0	0	0	67008	Yae1d1
6.05	-0.032	-0.211	-0.18	0	0	0	1	0.99996	0.99998	1	1	1	0	0	0	218035	Vps41
3.98	0.426	0.408	-0.019	0	0	0	0.99833	0.99876	0.99999	1	1	1	0	0	0	76205	Stard3nl
2.13	3.735	2.57	-1.166	10.52	7.22	-0.62	0	5e-05	0.27526	6.7e-05	0.000442	1	1	1	0	105298	Epdr1
0.88	-1.126	0.804	1.93	-0.23	0	1.62	0.41618	0.6311	0.07217	1	1	0.746227	0	0	0	20379	Sfrp4
3.83	0.534	0.533	-0.001	0	0	0	0.94701	0.95061	0.99998	1	1	1	0	0	0	432730	Gm5446
3.76	-0.483	0.754	1.238	0	0	0.91	0.96075	0.80417	0.1939	1	1	1	0	0	0	140580	Elmo1
4.51	0.491	0.616	0.125	0	0	0	0.99634	0.98682	0.9999	1	1	1	0	0	0	19720	Trim27
2.34	-0.349	-0.554	-0.205	0	0	0	0.9911	0.96548	0.9977	1	1	1	0	0	0	22758	Zscan12
5.04	-0.055	-0.251	-0.196	0	0	0	0.99997	0.9998	0.99991	1	1	1	0	0	0	72739	Zkscan3
2.02	2.209	1.968	-0.241	5.21	4.42	0	0.00041	0.00112	0.99339	0.002861	0.00633	1	1	1	0	319207	Pgbd1
5.62	-1.034	-0.85	0.184	-0.26	0	0	0.40126	0.85583	0.99992	1	1	1	0	0	0	432731	Zscan26
4.1	-0.447	-0.652	-0.206	0	0	0	0.99249	0.95875	0.9993	1	1	1	0	0	0	93681	Zkscan8
-1.16	-0.821	-2.07	-1.249	0	-2.02	-0.49	0.6233	0.03949	0.32147	1	0.150267	1	0	0	0	56702	Hist1h1b
2.52	-0.336	-0.541	-0.205	0	0	0	0.99674	0.98406	0.99919	1	1	1	0	0	0	193452	Zfp184
2.82	0.385	1.224	0.839	0	1.3	0	0.99704	0.11502	0.81205	1	0.391088	1	0	0	0	54373	Prss16
1.83	-0.902	-3.371	-2.469	0	-7.04	-4.72	0.59919	6e-05	0.00077	1	0.000511	0.037449	0	-1	-1	319158	Hist1h4i
3.14	-0.346	-0.692	-0.346	0	0	0	0.97656	0.85645	0.98171	1	1	1	0	0	0	218100	Zfp322a
4.56	-0.033	0.338	0.371	0	0	0	0.99999	0.99966	0.99962	1	1	1	0	0	0	30946	Abt1
7.8	-7.708	-4.637	3.071	-21.43	-12.14	7.27	0	0	4e-05	4e-06	3e-05	0.011039	-1	-1	1	12231	Btn1a1
0.26	-6.383	-4.092	2.291	-9.47	-5.31	3.73	1e-05	0.00038	0.00292	0.00012	0.002467	0.081015	-1	-1	0	238555	Btn2a2
1.54	-2.972	-5.686	-2.714	-3.53	-8.8	-4.67	0.00394	1e-05	0.00082	0.020031	0.000155	0.038984	-1	-1	-1	14957	Hist1h1d
0.34	-1.033	-2.886	-1.854	-0.06	-3.79	-1.86	0.48012	0.00271	0.04998	1	0.013732	0.577966	0	-1	0	319181	Hist1h2bg
-0.35	-0.158	-2.453	-2.295	0	-4.01	-3.54	0.97219	0.00198	0.00385	1	0.010437	0.094803	0	-1	0	319179	Hist1h2be
0.94	-2.978	-5.361	-2.383	-3.71	-8.63	-3.87	0.00303	1e-05	0.0024	0.015894	0.000171	0.071647	-1	-1	0	50709	Hist1h1e
-0.52	-1.155	-3.512	-2.357	-0.35	-6.32	-3.79	0.36953	0.00012	0.0027	1	0.000933	0.076152	0	-1	0	319164	Hist1h2ac
3.93	-0.445	-2.929	-2.484	0	-6.1	-4.88	0.92783	0.00015	0.00063	1	0.001133	0.033542	0	-1	-1	68024	Hist1h2bc
2.57	-1.65	-1.374	0.276	-4.04	-2.33	0	0.00189	0.02419	0.99951	0.010575	0.097314	1	-1	0	0	15216	Hfe
6.55	-1.576	-3.82	-2.244	-1.56	-7.45	-3.54	0.07868	4e-05	0.00383	0.286941	0.00038	0.094803	0	-1	0	50708	Hist1h1c
6.67	-0.688	-0.621	0.067	0	0	0	0.98825	0.9952	0.99999	1	1	1	0	0	0	68732	Carmil1
2.2	2.119	3.656	1.537	2.78	5.98	1.16	0.01203	0.00017	0.14077	0.053866	0.00128	1	0	1	0	12763	Cmah
