A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
10.78	-0.342	-0.98	0.34426	0.760506	0.96	0.34426	0	A_23_P39453	399664	RKHD1
9.68	0.141	0.48	0.64232	0.901743	0.23	0.64232	0	A_23_P113634	865	CBFB
3.11	-0.467	-1.38	0.18934	0.641727	1.92	0.18934	0	NA	NA	NA
4.08	-1.206	-2.53	0.02517	0.352344	6.39	0.02517	0	NA	NA	NA
13.94	-0.325	-1.16	0.26795	0.709474	1.34	0.26795	0	NA	NA	NA
3.58	-0.042	-0.07	0.944	0.987561	0.01	0.944	0	NA	NA	NA
3.53	0.569	1.66	0.11985	0.563086	2.77	0.11985	0	NA	NA	NA
3.52	-0.088	-0.16	0.87232	0.971483	0.03	0.87232	0	NA	NA	NA
9.54	-0.457	-1.6	0.1328	0.579998	2.57	0.1328	0	NA	NA	NA
9.04	-0.121	-0.46	0.65232	0.905884	0.21	0.65232	0	A_23_P148821	51611	DPH5
6.79	0.385	1.15	0.27021	0.710971	1.33	0.27021	0	NA	NA	NA
10.22	-0.325	-0.84	0.41777	0.804981	0.7	0.41777	0	A_23_P70794	51715	RAB23
4.45	-0.971	-1.32	0.20926	0.65961	1.75	0.20926	0	NA	NA	NA
6.66	-0.508	-0.79	0.44439	0.820412	0.62	0.44439	0	A_32_P205241	2700	GJA3
5	-0.7	-1.05	0.31177	0.740126	1.11	0.31177	0	NA	NA	NA
10.15	-0.158	-0.38	0.71084	0.925024	0.14	0.71084	0	NA	NA	NA
3.1	0.029	0.08	0.93631	0.98569	0.01	0.93631	0	NA	NA	NA
4.29	-0.107	-0.26	0.79843	0.952392	0.07	0.79843	0	NA	NA	NA
2.8	-0.495	-1.48	0.16212	0.614893	2.2	0.16212	0	NA	NA	NA
8.49	-0.458	-0.99	0.34051	0.758165	0.98	0.34051	0	NA	NA	NA
7.56	0.043	0.11	0.91199	0.979686	0.01	0.91199	0	A_23_P100392	6923	TCEB2
7.02	0.322	0.93	0.36957	0.777107	0.86	0.36957	0	NA	NA	NA
6.72	-0.651	-0.98	0.34541	0.762101	0.96	0.34541	0	A_24_P224488	4137	MAPT
6.28	0.676	1.9	0.08047	0.503298	3.59	0.08047	0	NA	NA	NA
11.99	-0.599	-1.8	0.09552	0.529169	3.23	0.09552	0	A_24_P243749	5166	PDK4
9.99	0.011	0.04	0.96537	0.991822	0	0.96537	0	NA	NA	NA
12.83	-1.046	-3.46	0.00418	0.18979	12	0.00418	0	NA	NA	NA
4.17	0.372	0.83	0.42297	0.808099	0.68	0.42297	0	NA	NA	NA
3.19	0.175	0.5	0.62776	0.89642	0.25	0.62776	0	NA	NA	NA
3.22	0.035	0.11	0.91774	0.98115	0.01	0.91774	0	A_24_P334248	23007	PLCH1
5.97	-0.086	-0.17	0.86952	0.970826	0.03	0.86952	0	NA	NA	NA
10.98	0.154	0.61	0.55312	0.867847	0.37	0.55312	0	NA	NA	NA
3.59	0.219	0.61	0.55309	0.867847	0.37	0.55309	0	NA	NA	NA
8.25	-0.518	-1.37	0.19379	0.644737	1.88	0.19379	0	A_23_P215214	64327	LMBR1
6.59	-0.049	-0.14	0.89309	0.974952	0.02	0.89309	0	NA	NA	NA
5.89	-0.648	-1.82	0.09108	0.52304	3.33	0.09108	0	A_23_P103703	27129	HSPB7
5.35	-0.363	-0.95	0.35823	0.76993	0.91	0.35823	0	NA	NA	NA
7.44	-0.724	-1.63	0.12773	0.574172	2.65	0.12773	0	A_23_P28953	1789	DNMT3B
8.81	-0.654	-1.03	0.32076	0.745317	1.07	0.32076	0	NA	NA	NA
11.22	0.154	0.51	0.62192	0.894359	0.26	0.62192	0	A_23_P37327	5826	ABCD4
5.07	-0.018	-0.05	0.95873	0.990939	0	0.95873	0	NA	NA	NA
3.37	-0.403	-0.7	0.49765	0.845984	0.49	0.49765	0	NA	NA	NA
11.32	0.035	0.04	0.9669	0.992062	0	0.9669	0	NA	NA	NA
7.6	0.454	1.13	0.27689	0.716398	1.29	0.27689	0	NA	NA	NA
4.64	0.043	0.11	0.91453	0.980319	0.01	0.91453	0	NA	NA	NA
4.81	1.36	3.96	0.00162	0.128615	15.71	0.00162	0	NA	NA	NA
10.13	-0.399	-1.33	0.20602	0.655594	1.77	0.20602	0	NA	NA	NA
4.36	-0.319	-0.62	0.54742	0.866022	0.38	0.54742	0	NA	NA	NA
9.88	0.366	0.75	0.4643	0.830749	0.57	0.4643	0	A_23_P113317	54681	PH-4
9.26	0.194	0.66	0.52219	0.855273	0.43	0.52219	0	NA	NA	NA
10.71	0.313	0.81	0.43145	0.813297	0.66	0.43145	0	NA	NA	NA
2.8	-0.707	-1.67	0.11807	0.560831	2.8	0.11807	0	NA	NA	NA
4.32	0.704	1.01	0.33048	0.751012	1.02	0.33048	0	NA	NA	NA
10.95	-0.458	-1.11	0.28747	0.724243	1.23	0.28747	0	NA	NA	NA
9.23	0.11	0.32	0.75443	0.93975	0.1	0.75443	0	NA	NA	NA
6.28	-0.875	-1.57	0.14121	0.590761	2.45	0.14121	0	A_23_P134755	7227	TRPS1
11.42	-0.152	-0.52	0.61469	0.891927	0.27	0.61469	0	A_23_P40693	2033	EP300
3.29	-0.118	-0.31	0.76294	0.943198	0.09	0.76294	0	NA	NA	NA
6.55	0.289	0.91	0.3811	0.784507	0.82	0.3811	0	NA	NA	NA
4.38	-0.047	-0.1	0.92428	0.982872	0.01	0.92428	0	NA	NA	NA
3.45	0.101	0.34	0.74161	0.935223	0.11	0.74161	0	NA	NA	NA
10.43	0.212	0.81	0.4332	0.813675	0.65	0.4332	0	NA	NA	NA
7.36	-0.961	-2.03	0.06372	0.471404	4.11	0.06372	0	NA	NA	NA
14.59	0.443	1.48	0.16373	0.616516	2.18	0.16373	0	A_23_P208358	6158	RPL28
7.76	0.41	1.38	0.19107	0.642633	1.9	0.19107	0	NA	NA	NA
13.48	-0.134	-0.42	0.6849	0.915778	0.17	0.6849	0	A_23_P115137	10542	HBXIP
4.59	-0.173	-0.45	0.66093	0.908418	0.2	0.66093	0	NA	NA	NA
7.49	0.142	0.48	0.64026	0.901304	0.23	0.64026	0	NA	NA	NA
6.84	0.246	0.35	0.73343	0.931936	0.12	0.73343	0	NA	NA	NA
10.68	0.114	0.31	0.76066	0.942358	0.1	0.76066	0	NA	NA	NA
3.16	0.768	3	0.0102	0.261101	9.01	0.0102	0	A_23_P57248	NA	
5.18	0.337	0.42	0.68236	0.914708	0.18	0.68236	0	NA	NA	NA
3.28	-0.373	-1.2	0.25291	0.697462	1.43	0.25291	0	NA	NA	NA
10.16	0.295	0.87	0.40178	0.796257	0.75	0.40178	0	NA	NA	NA
11.52	-0.882	-1.51	0.15503	0.607144	2.28	0.15503	0	NA	NA	NA
11.4	0.156	0.51	0.61659	0.892475	0.26	0.61659	0	A_23_P105664	29080	CCDC59
4.64	-0.208	-0.53	0.60457	0.887717	0.28	0.60457	0	A_23_P115861	220992	ZNF485
6.77	0.406	0.82	0.42904	0.812173	0.67	0.42904	0	NA	NA	NA
7.62	0.362	0.98	0.34371	0.760127	0.97	0.34371	0	NA	NA	NA
9	0.187	0.61	0.55172	0.867728	0.37	0.55172	0	NA	NA	NA
3.05	-0.595	-1.65	0.12207	0.565263	2.74	0.12207	0	A_24_P204011	283150	FOXR1
3.04	0.494	1.52	0.1519	0.603639	2.32	0.1519	0	NA	NA	NA
3.32	0.229	0.67	0.51413	0.850883	0.45	0.51413	0	A_23_P108699	2492	FSHR
10.65	0.566	1.47	0.16465	0.61744	2.17	0.16465	0	A_23_P51884	126789	PUSL1
3.34	-0.007	-0.02	0.98658	0.996556	0	0.98658	0	NA	NA	NA
7.44	0.656	1.81	0.09307	0.52709	3.28	0.09307	0	A_23_P38567	92521	SPECC1
6.3	-0.957	-2.34	0.0361	0.392793	5.46	0.0361	0	NA	NA	NA
11.44	-0.035	-0.08	0.93919	0.986363	0.01	0.93919	0	NA	NA	NA
6.25	-0.267	-0.67	0.51357	0.850606	0.45	0.51357	0	NA	NA	NA
5.35	-0.665	-0.88	0.39235	0.791917	0.78	0.39235	0	NA	NA	NA
10.95	0.856	2.77	0.01595	0.303156	7.66	0.01595	0	NA	NA	NA
11.29	-0.065	-0.18	0.86259	0.969246	0.03	0.86259	0	A_32_P121303	10762	NUP50
3.1	-0.556	-1.22	0.24513	0.690183	1.48	0.24513	0	NA	NA	NA
13.9	-0.482	-1.57	0.14135	0.590933	2.45	0.14135	0	NA	NA	NA
11.26	0.032	0.1	0.92409	0.982872	0.01	0.92409	0	A_23_P200443	6464	SHC1
3.25	-0.079	-0.23	0.82459	0.960082	0.05	0.82459	0	NA	NA	NA
11.36	-0.329	-0.98	0.34573	0.76227	0.96	0.34573	0	NA	NA	NA
9.71	-0.245	-0.8	0.4354	0.815149	0.65	0.4354	0	A_23_P36464	55726	C12orf11
3.3	-0.06	-0.12	0.90681	0.977588	0.01	0.90681	0	NA	NA	NA
10.67	-0.046	-0.14	0.88846	0.974371	0.02	0.88846	0	A_24_P415601	6050	RNH1
14.42	-0.507	-1.39	0.18759	0.639418	1.93	0.18759	0	A_23_P135769	60	ACTB
8.83	-0.047	-0.13	0.89468	0.975756	0.02	0.89468	0	A_23_P85171	2010	EMD
4.42	-1.167	-2.54	0.02464	0.350159	6.45	0.02464	0	NA	NA	NA
6.72	0.123	0.38	0.71223	0.925564	0.14	0.71223	0	NA	NA	NA
3.44	-0.521	-1.05	0.31303	0.740999	1.1	0.31303	0	NA	NA	NA
9.31	-0.105	-0.28	0.78103	0.94782	0.08	0.78103	0	NA	NA	NA
10.17	0.362	1.03	0.32309	0.746425	1.05	0.32309	0	A_24_P569294	6183	MRPS12
6.5	-0.909	-1.74	0.10503	0.545362	3.04	0.10503	0	NA	NA	NA
3.66	0.897	2.19	0.0474	0.430726	4.79	0.0474	0	NA	NA	NA
4.81	0.21	0.61	0.55493	0.868647	0.37	0.55493	0	NA	NA	NA
10.04	0.072	0.19	0.85474	0.967282	0.03	0.85474	0	NA	NA	NA
9.19	-0.214	-0.55	0.59379	0.883749	0.3	0.59379	0	A_23_P158938	26985	AP3M1
6.2	-0.123	-0.37	0.72021	0.928094	0.13	0.72021	0	NA	NA	NA
11.56	-0.295	-0.82	0.42786	0.81144	0.67	0.42786	0	NA	NA	NA
7.65	-0.26	-0.55	0.59313	0.883367	0.3	0.59313	0	NA	NA	NA
8	-0.205	-0.31	0.75864	0.941589	0.1	0.75864	0	A_32_P381593	115111	SLC26A7
13.02	-0.524	-1.15	0.27277	0.712738	1.31	0.27277	0	NA	NA	NA
6.39	0.16	0.48	0.63699	0.900177	0.23	0.63699	0	NA	NA	NA
4.35	0.265	0.86	0.40535	0.797509	0.74	0.40535	0	NA	NA	NA
11.46	0.049	0.13	0.89505	0.975922	0.02	0.89505	0	A_23_P12343	2947	GSTM3
2.7	-0.282	-0.92	0.37627	0.78153	0.84	0.37627	0	NA	NA	NA
4.1	-1.064	-2.47	0.02806	0.363912	6.11	0.02806	0	A_23_P110569	55521	TRIM36
6.17	0.243	0.54	0.59953	0.886662	0.29	0.59953	0	A_23_P120467	55734	ZFP64
7.98	0.313	0.78	0.44852	0.822549	0.61	0.44852	0	NA	NA	NA
2.99	-0.062	-0.19	0.85312	0.967018	0.04	0.85312	0	A_23_P111604	30010	NXPH1
11.18	-0.01	-0.03	0.97571	0.99376	0	0.97571	0	NA	NA	NA
3.89	-0.112	-0.29	0.77528	0.946148	0.08	0.77528	0	NA	NA	NA
9.14	0.642	2.23	0.04379	0.418459	4.98	0.04379	0	NA	NA	NA
10.63	0.482	1.82	0.09257	0.526451	3.3	0.09257	0	NA	NA	NA
4.53	0.237	0.75	0.46683	0.831824	0.56	0.46683	0	NA	NA	NA
3.22	-0.634	-1.73	0.10709	0.546853	3	0.10709	0	A_32_P173662	7180	CRISP2
6.93	-0.899	-2.25	0.0425	0.415351	5.06	0.0425	0	A_23_P63371	6886	TAL1
4.07	0.19	0.5	0.62839	0.896602	0.25	0.62839	0	NA	NA	NA
3.24	-0.571	-1.58	0.13729	0.585933	2.51	0.13729	0	NA	NA	NA
4.8	0.829	1.49	0.16088	0.613485	2.21	0.16088	0	NA	NA	NA
8.16	-0.248	-0.55	0.59267	0.883214	0.3	0.59267	0	NA	NA	NA
7.84	-0.689	-1.37	0.19538	0.645782	1.86	0.19538	0	NA	NA	NA
5.85	-0.137	-0.41	0.68938	0.917288	0.17	0.68938	0	NA	NA	NA
6.55	-0.14	-0.46	0.65018	0.905503	0.22	0.65018	0	NA	NA	NA
5.69	-0.564	-1.12	0.28305	0.720671	1.25	0.28305	0	NA	NA	NA
10.29	0.305	1.05	0.31409	0.74179	1.1	0.31409	0	A_23_P151459	23077	MYCBP2
11.1	-0.57	-2.03	0.06299	0.469968	4.13	0.06299	0	NA	NA	NA
9.76	-0.068	-0.18	0.86374	0.969546	0.03	0.86374	0	NA	NA	NA
4.92	0.379	1.11	0.28801	0.724462	1.23	0.28801	0	NA	NA	NA
12.04	-0.183	-0.68	0.50618	0.848657	0.47	0.50618	0	A_23_P102937	6612	SUMO3
5.02	-0.004	-0.01	0.9916	0.997869	0	0.9916	0	NA	NA	NA
8.53	-0.067	-0.23	0.82066	0.958813	0.05	0.82066	0	NA	NA	NA
3.09	-0.165	-0.47	0.64415	0.902582	0.22	0.64415	0	NA	NA	NA
12.04	-0.476	-1.48	0.16286	0.615284	2.19	0.16286	0	NA	NA	NA
4.16	0.252	0.5	0.62878	0.896602	0.25	0.62878	0	NA	NA	NA
3.06	-0.403	-1.26	0.2305	0.680058	1.58	0.2305	0	A_23_P152330	8448	DOC2A
5.24	0.292	0.51	0.61597	0.892229	0.26	0.61597	0	NA	NA	NA
8.82	0.396	1.28	0.22287	0.673313	1.64	0.22287	0	A_23_P3450	27229	76P
10.84	-0.717	-1.58	0.13698	0.585405	2.51	0.13698	0	A_23_P397376	4094	MAF
5.05	0.627	1.04	0.31859	0.744516	1.08	0.31859	0	NA	NA	NA
4.07	0.124	0.39	0.70303	0.92263	0.15	0.70303	0	NA	NA	NA
10.38	0.939	2.17	0.04877	0.433825	4.73	0.04877	0	A_24_P323084	284185	C17orf55
5.58	0.636	1.76	0.10163	0.53981	3.1	0.10163	0	NA	NA	NA
9.84	-1.735	-2.19	0.04735	0.430511	4.8	0.04735	0	A_23_P10121	6422	SFRP1
4.8	-1.306	-1.58	0.13758	0.586098	2.5	0.13758	0	NA	NA	NA
4.38	0.37	0.97	0.34994	0.764529	0.94	0.34994	0	NA	NA	NA
3.4	0.793	2.49	0.02727	0.360413	6.18	0.02727	0	NA	NA	NA
4.73	0.035	0.08	0.93976	0.986474	0.01	0.93976	0	NA	NA	NA
7.5	0.131	0.29	0.77829	0.94686	0.08	0.77829	0	NA	NA	NA
11.3	0.331	0.94	0.36608	0.77503	0.88	0.36608	0	NA	NA	NA
6.92	-0.997	-1.34	0.20374	0.653779	1.79	0.20374	0	NA	NA	NA
10.19	-0.358	-1.34	0.20473	0.654064	1.78	0.20473	0	NA	NA	NA
5.14	0.375	0.94	0.36368	0.773485	0.89	0.36368	0	NA	NA	NA
12.59	-0.009	-0.03	0.97278	0.993327	0	0.97278	0	NA	NA	NA
5.08	0.661	1.03	0.32155	0.745803	1.06	0.32155	0	NA	NA	NA
4.02	-0.61	-1.67	0.11816	0.560831	2.8	0.11816	0	NA	NA	NA
6.99	-0.072	-0.13	0.89623	0.975922	0.02	0.89623	0	A_23_P133036	10568	SLC34A2
10.2	-0.308	-0.6	0.56012	0.87062	0.36	0.56012	0	NA	NA	NA
3.57	0.419	1.18	0.25766	0.701243	1.4	0.25766	0	NA	NA	NA
3.72	-0.248	-0.32	0.75059	0.938921	0.11	0.75059	0	A_24_P662646	NA	
5.91	0.125	0.25	0.80955	0.955689	0.06	0.80955	0	NA	NA	NA
10.74	-0.927	-2.01	0.06603	0.475579	4.03	0.06603	0	A_23_P168610	27075	TSPAN13
9.81	-1.429	-2.15	0.05135	0.439397	4.6	0.05135	0	A_23_P110184	6307	SC4MOL
9.13	1.693	3.87	0.00192	0.136898	15.01	0.00192	0	NA	NA	NA
4.57	-0.279	-0.88	0.3938	0.792722	0.78	0.3938	0	NA	NA	NA
4.72	0.138	0.26	0.79824	0.95238	0.07	0.79824	0	NA	NA	NA
4.22	0.289	0.58	0.57123	0.874801	0.34	0.57123	0	NA	NA	NA
3.39	0.004	0.01	0.99054	0.997779	0	0.99054	0	NA	NA	NA
4.93	-0.256	-0.48	0.64063	0.901499	0.23	0.64063	0	A_23_P114626	462	SERPINC1
3.01	-0.403	-1.18	0.25858	0.70216	1.4	0.25858	0	NA	NA	NA
3.91	1.223	3.2	0.00694	0.226225	10.25	0.00694	0	NA	NA	NA
3.91	-0.213	-0.46	0.65259	0.905966	0.21	0.65259	0	NA	NA	NA
8.37	-0.233	-0.73	0.4801	0.83765	0.53	0.4801	0	A_24_P318073	84881	RPUSD4
11.4	0.122	0.41	0.68726	0.916149	0.17	0.68726	0	A_23_P73493	1069	CETN2
7.81	-0.158	-0.36	0.72245	0.929236	0.13	0.72245	0	A_24_P167683	3705	ITPK1
7.05	-0.553	-1.61	0.13187	0.578387	2.58	0.13187	0	A_24_P377499	26031	OSBPL3
6.62	0.298	0.76	0.46294	0.829826	0.57	0.46294	0	NA	NA	NA
10.43	-1.59	-3.22	0.00671	0.223505	10.36	0.00671	0	NA	NA	NA
6.83	0.045	0.11	0.91331	0.980105	0.01	0.91331	0	A_24_P393565	252884	ZNF396
3.9	0.315	0.66	0.51818	0.853171	0.44	0.51818	0	NA	NA	NA
10.26	0.309	0.91	0.37943	0.783515	0.83	0.37943	0	NA	NA	NA
9.11	-1.122	-2.26	0.04123	0.409683	5.13	0.04123	0	NA	NA	NA
4.35	0.6	1.26	0.23092	0.680457	1.58	0.23092	0	NA	NA	NA
10.85	3.982	6.83	1e-05	0.008199	46.63	1e-05	1	NA	NA	NA
3.21	0.507	1.68	0.11635	0.558522	2.83	0.11635	0	A_23_P122144	133688	UGT3A1
4.7	-0.763	-1.38	0.19135	0.642923	1.9	0.19135	0	NA	NA	NA
5.64	-0.129	-0.39	0.70409	0.922909	0.15	0.70409	0	NA	NA	NA
10.32	0.188	0.6	0.55706	0.869538	0.36	0.55706	0	NA	NA	NA
10.47	0.397	1.18	0.26052	0.70363	1.38	0.26052	0	NA	NA	NA
3.14	0.45	1.21	0.24899	0.693955	1.46	0.24899	0	A_23_P69431	6124	RPL4
5.37	0.363	0.58	0.5718	0.874801	0.34	0.5718	0	NA	NA	NA
13.45	-0.139	-0.48	0.64129	0.901634	0.23	0.64129	0	A_23_P101655	81	ACTN4
9.12	0.33	0.93	0.37149	0.778944	0.86	0.37149	0	NA	NA	NA
2.99	-0.658	-1.81	0.09315	0.52709	3.28	0.09315	0	A_23_P133722	167	CRISP1
4.61	-0.224	-0.3	0.77078	0.944929	0.09	0.77078	0	NA	NA	NA
9.35	0.232	0.66	0.52173	0.855108	0.43	0.52173	0	NA	NA	NA
14	-0.086	-0.26	0.80174	0.953828	0.07	0.80174	0	A_24_P188071	84790	TUBA6
5.04	-0.205	-0.62	0.54568	0.865176	0.38	0.54568	0	NA	NA	NA
10.8	-0.572	-1.51	0.15481	0.606828	2.28	0.15481	0	NA	NA	NA
3.01	-0.245	-0.81	0.42993	0.812736	0.66	0.42993	0	NA	NA	NA
12.2	0.018	0.07	0.9491	0.988689	0	0.9491	0	A_23_P106859	10328	COX4NB
7.83	-0.109	-0.38	0.71287	0.925888	0.14	0.71287	0	NA	NA	NA
4.55	0.062	0.19	0.84987	0.966192	0.04	0.84987	0	A_23_P132139	54058	C21orf58
6.75	-1.852	-4.22	0.001	0.107762	17.82	0.001	0	A_23_P133842	3010	HIST1H1T
5.61	0.251	0.73	0.47932	0.837392	0.53	0.47932	0	NA	NA	NA
2.9	-0.607	-2	0.06683	0.478784	4	0.06683	0	NA	NA	NA
13.1	-0.384	-1.35	0.1999	0.650985	1.82	0.1999	0	NA	NA	NA
8.43	-0.503	-0.93	0.37126	0.778833	0.86	0.37126	0	A_24_P278299	79754	ASB13
3.45	-0.004	-0.01	0.99444	0.998491	0	0.99444	0	NA	NA	NA
11.18	-0.837	-1.12	0.28292	0.720535	1.25	0.28292	0	NA	NA	NA
2.95	-0.527	-1.97	0.07101	0.4866	3.86	0.07101	0	NA	NA	NA
9.88	0.271	0.77	0.45296	0.824886	0.6	0.45296	0	NA	NA	NA
3.67	-0.32	-0.94	0.36302	0.773485	0.89	0.36302	0	NA	NA	NA
5.06	-0.177	-0.3	0.76593	0.943624	0.09	0.76593	0	A_23_P405815	5837	PYGM
4.04	0.982	2.04	0.06192	0.466559	4.17	0.06192	0	NA	NA	NA
10.97	0.047	0.17	0.86774	0.970689	0.03	0.86774	0	NA	NA	NA
11.09	-0.96	-2.48	0.02744	0.36059	6.17	0.02744	0	NA	NA	NA
13	-0.729	-1.37	0.19265	0.644194	1.89	0.19265	0	NA	NA	NA
6.42	-0.343	-0.75	0.46414	0.83073	0.57	0.46414	0	NA	NA	NA
4.76	-1.666	-1.95	0.07313	0.489815	3.8	0.07313	0	NA	NA	NA
11.21	0.555	1.27	0.22474	0.674802	1.62	0.22474	0	NA	NA	NA
8.64	-0.551	-1.15	0.27018	0.710971	1.33	0.27018	0	NA	NA	NA
5.17	0.404	1.26	0.22868	0.677322	1.6	0.22868	0	NA	NA	NA
7.12	0.381	1.2	0.24982	0.694701	1.45	0.24982	0	NA	NA	NA
8.3	-0.326	-0.84	0.4155	0.804413	0.71	0.4155	0	A_23_P26810	7157	TP53
2.76	-0.025	-0.06	0.95515	0.990229	0	0.95515	0	NA	NA	NA
5.14	-0.514	-0.89	0.39222	0.791917	0.78	0.39222	0	NA	NA	NA
10.57	0.294	1.09	0.29451	0.728876	1.19	0.29451	0	NA	NA	NA
9.61	0.432	1.31	0.214	0.663988	1.71	0.214	0	A_32_P181020	1797	DOM3Z
6.74	-0.842	-1.8	0.09498	0.528889	3.24	0.09498	0	NA	NA	NA
3.2	0.514	1.27	0.22668	0.676661	1.61	0.22668	0	NA	NA	NA
9.84	-1.68	-4.9	0.00029	0.057151	24.03	0.00029	0	NA	NA	NA
5.83	0.071	0.2	0.84101	0.964026	0.04	0.84101	0	NA	NA	NA
14.08	-0.533	-1.53	0.15011	0.601133	2.34	0.15011	0	NA	NA	NA
5.4	0.57	1.66	0.12119	0.564649	2.75	0.12119	0	NA	NA	NA
10.17	-0.296	-0.53	0.60666	0.888506	0.28	0.60666	0	A_23_P111621	9569	GTF2IRD1
6.59	0.355	0.86	0.40666	0.798147	0.74	0.40666	0	NA	NA	NA
5.69	-0.184	-0.45	0.65741	0.907654	0.21	0.65741	0	NA	NA	NA
10.13	0.018	0.07	0.9484	0.988593	0	0.9484	0	A_23_P84000	10369	CACNG2
5.72	0.646	1.28	0.22177	0.671759	1.65	0.22177	0	NA	NA	NA
9.4	-0.202	-0.42	0.68111	0.914519	0.18	0.68111	0	NA	NA	NA
8.46	-0.239	-0.5	0.62854	0.896602	0.25	0.62854	0	A_24_P347624	8926	SNURF
12.54	0.098	0.28	0.78355	0.948471	0.08	0.78355	0	A_23_P170857	3556	IL1RAP
3.31	-0.265	-0.52	0.61466	0.891927	0.27	0.61466	0	NA	NA	NA
3.11	0.425	1.28	0.22261	0.672898	1.64	0.22261	0	NA	NA	NA
5.17	0.496	1.39	0.18872	0.641	1.92	0.18872	0	NA	NA	NA
8.19	0.438	1.24	0.23609	0.683806	1.54	0.23609	0	NA	NA	NA
8.45	0.501	1.42	0.17835	0.630657	2.02	0.17835	0	NA	NA	NA
4.04	0.844	2.5	0.0264	0.357902	6.27	0.0264	0	NA	NA	NA
12.8	0.16	0.55	0.59165	0.882542	0.3	0.59165	0	A_23_P34107	9130	FAM50A
7.24	-0.762	-1.51	0.15569	0.608341	2.27	0.15569	0	A_32_P142128	NA	
6.59	0.337	0.82	0.4249	0.809442	0.68	0.4249	0	NA	NA	NA
12.39	0.584	1.28	0.22176	0.671759	1.65	0.22176	0	NA	NA	NA
6.68	-0.938	-1.38	0.18983	0.64196	1.91	0.18983	0	NA	NA	NA
8.86	-0.053	-0.16	0.87606	0.971719	0.03	0.87606	0	NA	NA	NA
5.38	0.773	1.6	0.13347	0.58101	2.56	0.13347	0	NA	NA	NA
11.05	0.418	0.61	0.55219	0.867847	0.37	0.55219	0	NA	NA	NA
3.07	-0.366	-0.99	0.33974	0.75786	0.98	0.33974	0	NA	NA	NA
3.92	0.285	0.47	0.64726	0.904309	0.22	0.64726	0	NA	NA	NA
9.52	-0.391	-1.26	0.22858	0.677322	1.6	0.22858	0	NA	NA	NA
8.75	0.25	0.84	0.4152	0.804131	0.71	0.4152	0	NA	NA	NA
6.29	0.296	0.84	0.41785	0.804981	0.7	0.41785	0	NA	NA	NA
7.63	0.839	2.67	0.01942	0.324075	7.1	0.01942	0	NA	NA	NA
7.4	0.083	0.25	0.80944	0.955689	0.06	0.80944	0	NA	NA	NA
6.55	0.279	0.72	0.4847	0.838966	0.52	0.4847	0	NA	NA	NA
8.53	-0.69	-1.4	0.18618	0.638251	1.95	0.18618	0	NA	NA	NA
4.42	0.141	0.42	0.67961	0.914322	0.18	0.67961	0	NA	NA	NA
3.88	0.814	1.42	0.17891	0.631542	2.02	0.17891	0	A_24_P365515	3170	FOXA2
4.24	0.37	0.97	0.3513	0.765235	0.93	0.3513	0	NA	NA	NA
4.93	0.567	1.79	0.09639	0.53054	3.21	0.09639	0	NA	NA	NA
7.02	-0.417	-0.9	0.38427	0.786847	0.81	0.38427	0	NA	NA	NA
4.84	0.268	0.64	0.53583	0.860236	0.4	0.53583	0	A_24_P411186	53335	BCL11A
4.99	0.532	1.64	0.12462	0.568868	2.69	0.12462	0	NA	NA	NA
3.88	0.694	2.33	0.03628	0.393459	5.45	0.03628	0	NA	NA	NA
7.99	0.413	1.18	0.25879	0.70244	1.39	0.25879	0	NA	NA	NA
6.32	-0.583	-1.49	0.15938	0.612574	2.23	0.15938	0	A_32_P85676	55351	STK32B
3.12	0.897	2.61	0.02176	0.335893	6.79	0.02176	0	NA	NA	NA
5.3	-0.466	-0.94	0.36264	0.773413	0.89	0.36264	0	A_23_P115190	4803	NGFB
9.95	-0.541	-1.13	0.27933	0.717986	1.27	0.27933	0	A_23_P10442	114876	OSBPL1A
12.09	-0.408	-1.44	0.17326	0.625719	2.08	0.17326	0	NA	NA	NA
5.51	-1.032	-2.17	0.04929	0.434887	4.7	0.04929	0	NA	NA	NA
5.37	-1.053	-1.24	0.2384	0.685412	1.53	0.2384	0	NA	NA	NA
10.23	0.402	1.39	0.18708	0.639265	1.94	0.18708	0	NA	NA	NA
3.52	-0.617	-1.31	0.21374	0.663936	1.71	0.21374	0	A_23_P125680	55026	FAM70A
5.67	-0.954	-1.09	0.29746	0.731401	1.18	0.29746	0	A_23_P129133	4948	OCA2
3.61	0.657	1.66	0.12042	0.563557	2.76	0.12042	0	NA	NA	NA
9.06	-0.056	-0.13	0.90127	0.976589	0.02	0.90127	0	NA	NA	NA
9.18	0.604	2.08	0.05774	0.455657	4.33	0.05774	0	NA	NA	NA
10.19	0.011	0.04	0.97259	0.993225	0	0.97259	0	NA	NA	NA
2.9	0.586	1.58	0.13761	0.586098	2.5	0.13761	0	NA	NA	NA
5.74	0.524	1.28	0.22133	0.671128	1.65	0.22133	0	NA	NA	NA
3.08	0.292	0.62	0.54772	0.866179	0.38	0.54772	0	NA	NA	NA
5.99	0.041	0.09	0.92868	0.983588	0.01	0.92868	0	A_24_P168994	353149	MGC51025
2.9	-0.374	-1.13	0.27749	0.716975	1.28	0.27749	0	NA	NA	NA
8.66	-0.012	-0.04	0.97095	0.992842	0	0.97095	0	A_24_P300483	79020	C7orf25
