probe	pvalue	adj.pvalue	symbol	probe	entrez	group
205768_s_at	0.00374	0.351817	SLC27A2	205768_s_at	11001	
205769_at	0.00088	0.173073	SLC27A2	205769_at	11001	
205770_at	0.01973	0.72348	GSR	205770_at	2936	
205771_s_at	0.67125	0.999858	AKAP7	205771_s_at	9465	
205774_at	0.1831	0.999858	F12	205774_at	2161	
205775_at	0.65834	0.999858	FAM50B	205775_at	26240	
205776_at	0.72386	0.999858	FMO5	205776_at	2330	
205777_at	0.03825	0.866568	DUSP9	205777_at	1852	
205778_at	0.79871	0.999858	KLK7	205778_at	5650	
205779_at	0.86267	0.999858	RAMP2	205779_at	10266	
205780_at	0.8018	0.999858	BIK	205780_at	638	
205781_at	0.75185	0.999858	VPS9D1	205781_at	9605	
205783_at	0.62623	0.999858	KLK13	205783_at	26085	
205784_x_at	0.76665	0.999858	ARVCF	205784_x_at	421	
205785_at	0.71695	0.999858		205785_at	NA	
205786_s_at	0.40261	0.999858	ITGAM	205786_s_at	3684	
205787_x_at	0.70251	0.999858	LOC441155 /// ZC3H11A	205787_x_at	NA	
205788_s_at	0.68654	0.999858	LOC441155 /// ZC3H11A	205788_s_at	NA	
205790_at	0.92667	0.999858	SKAP1	205790_at	8631	
205791_x_at	0.9814	0.999858	ZNF230	205791_x_at	7773	
205792_at	0.12717	0.999858	WISP2	205792_at	8839	
205793_x_at	0.83375	0.999858	TNK1	205793_x_at	8711	
205794_s_at	0.61825	0.999858	NOVA1	205794_s_at	4857	
205796_at	0.37209	0.999858	TCP11L1	205796_at	55346	
205797_s_at	0.63214	0.999858	TCP11L1	205797_s_at	55346	
205798_at	0.90007	0.999858	IL7R	205798_at	3575	
205802_at	0.07922	0.999858	TRPC1	205802_at	7220	
205805_s_at	0.65842	0.999858	ROR1	205805_s_at	4919	
205806_at	0.80508	0.999858	ROM1	205806_at	6094	
205807_s_at	0.19448	0.999858	TUFT1	205807_s_at	7286	
205808_at	0.81563	0.999858	ASPH	205808_at	444	
205810_s_at	0.96634	0.999858	WASL	205810_s_at	8976	
205811_at	0.60492	0.999858	POLG2	205811_at	11232	
205812_s_at	0.75953	0.999858	TMED9	205812_s_at	54732	
205813_s_at	0.0604	0.976974	MAT1A	205813_s_at	4143	
205814_at	0.88795	0.999858	GRM3	205814_at	2913	
205815_at	0.66943	0.999858	REG3A	205815_at	5068	
205817_at	0.99328	0.999858	SIX1	205817_at	6495	
205818_at	0.6743	0.999858	BRINP1	205818_at	1620	
205819_at	0.96789	0.999858	MARCO	205819_at	8685	
205821_at	0.64549	0.999858	KLRC4-KLRK1 /// KLRK1	205821_at	NA	
205822_s_at	0.32163	0.999858	HMGCS1	205822_s_at	3157	
205823_at	0.90294	0.999858	RGS12	205823_at	6002	
205824_at	0.30372	0.999858	HSPB2	205824_at	3316	
205827_at	0.12388	0.999858	CCK	205827_at	885	
205828_at	0.57585	0.999858	MMP3	205828_at	4314	
205829_at	0	0.0053	HSD17B1	205829_at	3292	
205831_at	0.28541	0.999858	CD2	205831_at	914	
205832_at	0.83524	0.999858	CPA4	205832_at	51200	
205833_s_at	0.63001	0.999858	PART1	205833_s_at	25859	
205834_s_at	0.96469	0.999858	PART1	205834_s_at	25859	
205836_s_at	0.37633	0.999858	YTHDC2	205836_s_at	64848	
205838_at	0.5332	0.999858	GYPA	205838_at	2993	
205839_s_at	0.24134	0.999858	BZRAP1	205839_s_at	NA	
205840_x_at	0.39187	0.999858	GH1	205840_x_at	2688	
205842_s_at	0.13284	0.999858	JAK2	205842_s_at	3717	
205843_x_at	0.19401	0.999858	CRAT	205843_x_at	1384	
205845_at	0.64338	0.999858	CACNA1H	205845_at	8912	
205846_at	0.31593	0.999858	PTPRB	205846_at	5787	
205847_at	0.28915	0.999858	PRSS22	205847_at	64063	
205849_s_at	0.26854	0.999858	UQCRB	205849_s_at	7381	
205851_at	0.19147	0.999858	NME6	205851_at	10201	
205853_at	0.37355	0.999858	ZBTB7B	205853_at	51043	
205854_at	0.84152	0.999858	TULP3	205854_at	7289	
205855_at	0.499	0.999858	ZNF197	205855_at	10168	
205858_at	0.93573	0.999858	NGFR	205858_at	4804	
205859_at	0.61888	0.999858	LY86	205859_at	9450	
205860_x_at	0.52313	0.999858	FOLH1 /// FOLH1B	205860_x_at	NA	
205861_at	0.34492	0.999858	SPIB	205861_at	6689	
205862_at	0.85667	0.999858	GREB1	205862_at	9687	
205863_at	0.61163	0.999858	S100A12	205863_at	6283	
205864_at	0.07594	0.999858	SLC7A4	205864_at	6545	
205865_at	0.01309	0.640791	ARID3A	205865_at	1820	
205866_at	0.01255	0.631897	FCN3	205866_at	8547	
205869_at	0.1992	0.999858	PRSS1 /// PRSS2	205869_at	NA	
205870_at	0.14918	0.999858	BDKRB2	205870_at	624	
205872_x_at	0.96661	0.999858	PDE4DIP	205872_x_at	9659	
205873_at	0.45175	0.999858	PIGL	205873_at	9487	
205874_at	0.8283	0.999858	ITPKA	205874_at	3706	
205875_s_at	0.35645	0.999858	ATRIP /// TREX1	205875_s_at	NA	
205876_at	0.06831	0.999858	LIFR	205876_at	3977	
205877_s_at	0.71146	0.999858	ZC3H7B	205877_s_at	23264	
205879_x_at	0.50057	0.999858	RET	205879_x_at	5979	
205881_at	0.44311	0.999858	ZNF74	205881_at	7625	
205882_x_at	0.04578	0.919017	ADD3	205882_x_at	120	
205883_at	0.24985	0.999858	ZBTB16	205883_at	7704	
205886_at	0.77512	0.999858	REG1B	205886_at	5968	
205888_s_at	0.49633	0.999858	JAKMIP2	205888_s_at	9832	
205890_s_at	0.57285	0.999858	GABBR1 /// UBD	205890_s_at	NA	
205891_at	0.00126	0.205693	ADORA2B	205891_at	136	
205894_at	0.11857	0.999858	ARSE	205894_at	415	
205895_s_at	0.25401	0.999858	NOLC1	205895_s_at	9221	
205896_at	0.91197	0.999858	SLC22A4	205896_at	6583	
205897_at	0.66223	0.999858	NFATC4	205897_at	4776	
205898_at	0.67335	0.999858	CX3CR1	205898_at	1524	
205899_at	0.50438	0.999858	CCNA1	205899_at	8900	
205900_at	0.89914	0.999858	KRT1	205900_at	3848	
205901_at	0.99439	0.999858	PNOC	205901_at	5368	
205902_at	0.86509	0.999858	KCNN3	205902_at	3782	
205904_at	0.94966	0.999858	MICA	205904_at	100507436	
205905_s_at	0.88922	0.999858	MICA /// MICB	205905_s_at	NA	
205906_at	0.47865	0.999858	FOXJ1	205906_at	2302	
205907_s_at	0.91324	0.999858	OMD	205907_s_at	4958	
205908_s_at	0.42033	0.999858	OMD	205908_s_at	4958	
205909_at	0.62457	0.999858	POLE2	205909_at	5427	
205910_s_at	0.69016	0.999858	CEL	205910_s_at	1056	
205911_at	0.00294	0.311643	PTH1R	205911_at	5745	
205912_at	0.40341	0.999858	PNLIP	205912_at	5406	
205913_at	0.98124	0.999858	PLIN1	205913_at	5346	
205914_s_at	0.26988	0.999858	GRIN1	205914_s_at	2902	
205915_x_at	0.30031	0.999858	GRIN1	205915_x_at	2902	
205917_at	0.29597	0.999858	ZNF264	205917_at	9422	
205918_at	0.81727	0.999858	SLC4A3	205918_at	6508	
205919_at	0.05234	0.954016	HBE1	205919_at	3046	
205920_at	0.0471	0.924784	SLC6A6	205920_at	6533	
205922_at	0.46656	0.999858	VNN2	205922_at	8875	
205923_at	0.4602	0.999858	RELN	205923_at	5649	
205924_at	0.25517	0.999858	RAB3B	205924_at	5865	
205925_s_at	0.3892	0.999858	RAB3B	205925_s_at	5865	
205927_s_at	0.71501	0.999858	CTSE	205927_s_at	1510	
205928_at	0.12275	0.999858	ZNF443	205928_at	10224	
205929_at	0.74089	0.999858	GPA33	205929_at	10223	
205930_at	0.27647	0.999858	GTF2E1	205930_at	2960	
205931_s_at	0.39181	0.999858	CREB5 /// LOC401317	205931_s_at	NA	
205932_s_at	0.69523	0.999858	MSX1	205932_s_at	4487	
205933_at	0.31437	0.999858	SETBP1	205933_at	26040	
205934_at	0.06358	0.985726	PLCL1	205934_at	5334	
205935_at	0.72733	0.999858	FOXF1	205935_at	2294	
205936_s_at	0.48239	0.999858	HK3	205936_s_at	3101	
205937_at	0.94559	0.999858	CGREF1	205937_at	10669	
205938_at	0.9303	0.999858	PPM1E	205938_at	22843	
205939_at	0.27118	0.999858	CYP3A7 /// CYP3A7-CYP3AP1	205939_at	NA	
205941_s_at	0.82951	0.999858	COL10A1	205941_s_at	1300	
205942_s_at	0.74182	0.999858	ACSM3	205942_s_at	6296	
205943_at	0.38364	0.999858	TDO2	205943_at	6999	
205944_s_at	0.23321	0.999858	CLTCL1	205944_s_at	8218	
205946_at	0.21721	0.999858	VIPR2	205946_at	7434	
205948_at	0.86646	0.999858	PTPRT	205948_at	11122	
205949_at	0.52482	0.999858	CA1	205949_at	759	
205950_s_at	0.80876	0.999858	CA1	205950_s_at	759	
205952_at	0.00037	0.113033	KCNK3	205952_at	3777	
205953_at	0.21985	0.999858	LRIG2	205953_at	9860	
205956_x_at	0.83564	0.999858	PSMC3IP	205956_x_at	29893	
205957_at	0.41149	0.999858	PLXNB3	205957_at	5365	
205958_x_at	0.81769	0.999858	CSHL1	205958_x_at	1444	
205960_at	0.98042	0.999858	PDK4	205960_at	5166	
205961_s_at	0.18776	0.999858	PSIP1	205961_s_at	11168	
205963_s_at	0.91426	0.999858	DNAJA3	205963_s_at	9093	
205965_at	0.44956	0.999858	BATF	205965_at	10538	
205967_at	0.22855	0.999858	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	205967_at	NA	
205968_at	0.68699	0.999858	KCNS3	205968_at	3790	
205969_at	0.44729	0.999858	AADAC	205969_at	13	
205970_at	0.89554	0.999858	MT3	205970_at	4504	
205972_at	0.18603	0.999858	SLC38A3	205972_at	10991	
205973_at	0.52929	0.999858	FEZ1	205973_at	9638	
205975_s_at	0.77773	0.999858	HOXD1	205975_s_at	3231	
205977_s_at	0.00046	0.123019	EPHA1	205977_s_at	2041	
205978_at	0.01787	0.705938	KL	205978_at	9365	
205980_s_at	0.72444	0.999858	ARHGAP8 /// PRR5-ARHGAP8	205980_s_at	NA	
205981_s_at	0.57483	0.999858	ING2	205981_s_at	3622	
205982_x_at	0.79839	0.999858	SFTPC	205982_x_at	6440	
205983_at	0.64955	0.999858	DPEP1	205983_at	1800	
205984_at	0.74235	0.999858	CRHBP	205984_at	1393	
205985_x_at	0.98798	0.999858	CLCNKB	205985_x_at	1188	
205986_at	0.05307	0.954016	AATK	205986_at	9625	
205987_at	0.98335	0.999858	CD1C	205987_at	911	
205988_at	0.32998	0.999858	CD84	205988_at	8832	
205990_s_at	0.00907	0.538103	WNT5A	205990_s_at	7474	
205991_s_at	0.67462	0.999858	PRRX1	205991_s_at	5396	
205992_s_at	0.58728	0.999858	IL15	205992_s_at	3600	
205993_s_at	0.92597	0.999858	TBX2	205993_s_at	6909	
205994_at	0.87373	0.999858	ELK4	205994_at	2005	
205995_x_at	0.74276	0.999858	IQCB1	205995_x_at	9657	
205996_s_at	0.47965	0.999858	AK2	205996_s_at	204	
205997_at	0.04264	0.899191	ADAM28	205997_at	10863	
205998_x_at	0.90925	0.999858	CYP3A4	205998_x_at	1576	
205999_x_at	0.89095	0.999858	CYP3A4	205999_x_at	1576	
206000_at	0.01212	0.631897	MEP1A	206000_at	4224	
206001_at	0.76642	0.999858	NPY	206001_at	4852	
206002_at	0.9123	0.999858	GPR64	206002_at	NA	
206003_at	0.47931	0.999858	CEP135	206003_at	9662	
206004_at	0.47967	0.999858	TGM3	206004_at	7053	
206006_s_at	0.11236	0.999858	CEP162	206006_s_at	22832	
206008_at	0.62953	0.999858	TGM1	206008_at	7051	
206009_at	0.70267	0.999858	ITGA9	206009_at	3680	
206010_at	0.56279	0.999858	HABP2	206010_at	3026	
206011_at	0.4902	0.999858	CASP1	206011_at	834	
206012_at	0.19067	0.999858	LEFTY1 /// LEFTY2	206012_at	NA	
206014_at	0.86732	0.999858	ACTL6B	206014_at	51412	
206015_s_at	0.17432	0.999858	FOXJ3	206015_s_at	22887	
206017_at	0.62416	0.999858	KIAA0319	206017_at	9856	
206019_at	0.91874	0.999858	RBM19	206019_at	9904	
206020_at	0.3613	0.999858	SOCS6	206020_at	9306	
206022_at	0.736	0.999858	NDP	206022_at	4693	
206023_at	0.74779	0.999858	NMU	206023_at	10874	
206026_s_at	0.71239	0.999858	TNFAIP6	206026_s_at	7130	
206027_at	0.40285	0.999858	S100A3	206027_at	6274	
206028_s_at	0.35936	0.999858	MERTK	206028_s_at	10461	
206030_at	0.36368	0.999858	ASPA	206030_at	443	
206031_s_at	0.86921	0.999858	USP5	206031_s_at	8078	
206032_at	0.06231	0.985262	DSC3	206032_at	1825	
206033_s_at	0.09443	0.999858	DSC3	206033_s_at	1825	
206034_at	0.18014	0.999858	SERPINB8	206034_at	5271	
206035_at	0.36994	0.999858	REL	206035_at	5966	
206037_at	0.40535	0.999858	CCBL1	206037_at	NA	
206038_s_at	0.78998	0.999858	NR2C2	206038_s_at	7182	
206039_at	0.53608	0.999858	RAB33A	206039_at	9363	
206040_s_at	0.61409	0.999858	MAPK11	206040_s_at	5600	
206042_x_at	0.86722	0.999858	SNRPN /// SNURF	206042_x_at	NA	
206043_s_at	0.5698	0.999858	ATP2C2	206043_s_at	9914	
206044_s_at	0.24833	0.999858	BRAF /// KIAA1549	206044_s_at	NA	
206045_s_at	0.94579	0.999858	NOL4	206045_s_at	8715	
206046_at	0.96625	0.999858	ADAM23	206046_at	8745	
206047_at	0.30097	0.999858	GNB3	206047_at	2784	
206048_at	0.12438	0.999858	OVOL2	206048_at	58495	
206049_at	0.8402	0.999858	SELP	206049_at	6403	
206050_s_at	0.39808	0.999858	RNH1	206050_s_at	6050	
206051_at	0.97869	0.999858	ELAVL4	206051_at	1996	
206052_s_at	0.66384	0.999858	SLBP	206052_s_at	7884	
206053_at	0.68565	0.999858	ZNF510	206053_at	22869	
206054_at	0.83856	0.999858	KNG1	206054_at	3827	
206055_s_at	0.20454	0.999858	SNRPA1	206055_s_at	6627	
206056_x_at	0.89558	0.999858	LOC101929889 /// SPN	206056_x_at	NA	
206057_x_at	0.88637	0.999858	LOC101929889 /// SPN	206057_x_at	NA	
206058_at	0.88457	0.999858	SLC6A12	206058_at	6539	
206059_at	0.10553	0.999858	ZNF91	206059_at	7644	
206061_s_at	0.33989	0.999858	DICER1	206061_s_at	23405	
206062_at	0.70685	0.999858	GUCA1A	206062_at	2978	
206063_x_at	0.77041	0.999858	PPIL2	206063_x_at	23759	
206064_s_at	0.68715	0.999858	PPIL2	206064_s_at	23759	
206066_s_at	0.34206	0.999858	RAD51C	206066_s_at	5889	
206067_s_at	0.57918	0.999858	WT1	206067_s_at	7490	
206068_s_at	0.36577	0.999858	ACADL	206068_s_at	33	
206069_s_at	0.91437	0.999858	ACADL	206069_s_at	33	
206073_at	0.87475	0.999858	COLQ	206073_at	8292	
206074_s_at	0.09394	0.999858	HMGA1	206074_s_at	3159	
206075_s_at	0.52713	0.999858	CSNK2A1	206075_s_at	1457	
206076_at	0.65687	0.999858	LRRC23	206076_at	10233	
206077_at	0.40214	0.999858	KEL	206077_at	3792	
206078_at	0.73889	0.999858	KALRN	206078_at	8997	
206080_at	0.53448	0.999858	PLCH2	206080_at	9651	
206081_at	0.28737	0.999858	SLC24A1	206081_at	9187	
206082_at	0.87515	0.999858	HCP5	206082_at	10866	
206083_at	0.19383	0.999858	BAI1	206083_at	NA	
206086_x_at	0.49481	0.999858	HFE	206086_x_at	3077	
206087_x_at	0.04245	0.898444	HFE	206087_x_at	3077	
206088_at	0.19487	0.999858	LRRC37A3	206088_at	374819	
206089_at	0.52024	0.999858	NELL1	206089_at	4745	
206090_s_at	0.2798	0.999858	DISC1 /// TSNAX-DISC1	206090_s_at	NA	
206092_x_at	0.796	0.999858	RTEL1	206092_x_at	51750	
206093_x_at	0.56637	0.999858	TNXA /// TNXB	206093_x_at	NA	
206094_x_at	0.64978	0.999858	UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9	206094_x_at	NA	
206095_s_at	0.43883	0.999858	SRSF10	206095_s_at	10772	
206096_at	0.94963	0.999858	ZNF35	206096_at	7584	
206097_at	0.76695	0.999858	SLC22A18AS	206097_at	5003	
206099_at	0.31747	0.999858	PRKCH	206099_at	5583	
206100_at	0.16239	0.999858	CPM	206100_at	1368	
206101_at	0.47786	0.999858	ECM2	206101_at	1842	
206102_at	0.92419	0.999858	GINS1	206102_at	9837	
206104_at	0.07402	0.999858	ISL1	206104_at	3670	
206105_at	0.68602	0.999858	AFF2	206105_at	2334	
206106_at	0.8292	0.999858	MAPK12	206106_at	6300	
206108_s_at	0.45092	0.999858	SRSF6	206108_s_at	6431	
206109_at	0.61836	0.999858	FUT1	206109_at	2523	
206110_at	0.76597	0.999858	HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J	206110_at	NA	
206111_at	0.88112	0.999858	RNASE2	206111_at	6036	
206113_s_at	0.61498	0.999858	RAB5A	206113_s_at	5868	
206114_at	0.88977	0.999858	EPHA4	206114_at	2043	
206116_s_at	0.36756	0.999858	TPM1	206116_s_at	7168	
206117_at	0.44125	0.999858	TPM1	206117_at	7168	
206118_at	0.04126	0.891667	STAT4	206118_at	6775	
206119_at	0.7799	0.999858	BHMT	206119_at	635	
206120_at	0.93291	0.999858	CD33	206120_at	945	
206121_at	0.97785	0.999858	AMPD1	206121_at	270	
206122_at	0.62991	0.999858	SOX15	206122_at	6665	
206123_at	0.8902	0.999858	LLGL1	206123_at	3996	
206124_s_at	0.61435	0.999858	LLGL1	206124_s_at	3996	
206125_s_at	0.22078	0.999858	KLK8	206125_s_at	11202	
206126_at	0.59709	0.999858	CXCR5	206126_at	643	
206127_at	0.52427	0.999858	ELK3	206127_at	2004	
206128_at	0.66942	0.999858	ADRA2C	206128_at	152	
206129_s_at	0.90666	0.999858	ARSB	206129_s_at	411	
206130_s_at	0.39993	0.999858	ASGR2	206130_s_at	433	
206131_at	0.75114	0.999858	CLPS	206131_at	1208	
206132_at	0.73519	0.999858	MCC	206132_at	4163	
206133_at	0.10669	0.999858	XAF1	206133_at	54739	
206134_at	0.20705	0.999858	ADAMDEC1	206134_at	27299	
206135_at	0.9537	0.999858	ST18	206135_at	9705	
206136_at	0.42616	0.999858	FZD5	206136_at	7855	
206137_at	0.91475	0.999858	RIMS2	206137_at	9699	
206138_s_at	0.30002	0.999858	PI4KB	206138_s_at	5298	
206139_at	0.28201	0.999858	PI4KB	206139_at	5298	
206140_at	0.15149	0.999858	LHX2	206140_at	9355	
206141_at	0.65428	0.999858	MOCS3	206141_at	27304	
206144_at	0.61203	0.999858	MAGI1	206144_at	9223	
206146_s_at	0.17867	0.999858	RHAG	206146_s_at	6005	
206147_x_at	0.28362	0.999858	SCML2	206147_x_at	10389	
206148_at	0.97867	0.999858	IL3RA	206148_at	3563	
206149_at	0.95442	0.999858	CHP2	206149_at	63928	
206150_at	0.43307	0.999858	CD27	206150_at	939	
206151_x_at	0.4716	0.999858	CELA3B	206151_x_at	23436	
206152_at	0.94844	0.999858	AGAP2	206152_at	116986	
206154_at	0.88247	0.999858	RLBP1	206154_at	6017	
206155_at	0.41629	0.999858	ABCC2	206155_at	1244	
206156_at	0.51747	0.999858	GJB5	206156_at	2709	
206157_at	0.33811	0.999858	PTX3	206157_at	5806	
206158_s_at	0.88018	0.999858	CNBP	206158_s_at	7555	
206159_at	0.48009	0.999858	GDF10	206159_at	2662	
206160_at	0.86694	0.999858	APOBEC2	206160_at	10930	
206165_s_at	0.71175	0.999858	CLCA2	206165_s_at	9635	
206166_s_at	0.78833	0.999858	CLCA2	206166_s_at	9635	
206168_at	0.55259	0.999858	ZC3H7B	206168_at	23264	
206169_x_at	0.98065	0.999858	ZC3H7B	206169_x_at	23264	
206170_at	0.01368	0.644297	ADRB2	206170_at	154	
206171_at	0.89987	0.999858	ADORA3	206171_at	140	
206172_at	0.39648	0.999858	IL13RA2	206172_at	3598	
206173_x_at	0.70663	0.999858	GABPB1	206173_x_at	2553	
206174_s_at	0.8134	0.999858	PPP6C	206174_s_at	5537	
206175_x_at	0.28112	0.999858	ZNF222	206175_x_at	7673	
206176_at	0.18749	0.999858	BMP6	206176_at	654	
206178_at	0.55814	0.999858	PLA2G5	206178_at	5322	
206179_s_at	0.81574	0.999858	TPPP	206179_s_at	11076	
206180_x_at	0.67597	0.999858	ZNF747	206180_x_at	65988	
206181_at	0.01262	0.631897	SLAMF1	206181_at	6504	
206182_at	0.56863	0.999858	ZNF134	206182_at	7693	
206183_s_at	0.2774	0.999858	HERC3 /// LOC101929134	206183_s_at	NA	
206184_at	0.30923	0.999858	CRKL	206184_at	1399	
206185_at	0.84323	0.999858	CRYBB1	206185_at	1414	
206186_at	0.6352	0.999858	MPP3	206186_at	4356	
206187_at	0.69473	0.999858	PTGIR	206187_at	5739	
206189_at	0.39188	0.999858	UNC5C	206189_at	8633	
206191_at	0.97785	0.999858	ENTPD3	206191_at	956	
206192_at	0.8542	0.999858	CDSN	206192_at	1041	
206193_s_at	0.60643	0.999858	CDSN	206193_s_at	1041	
206194_at	0.81955	0.999858	HOXC4	206194_at	3221	
206195_x_at	0.79727	0.999858	GH2	206195_x_at	2689	
206196_s_at	0.87489	0.999858	RUNDC3A	206196_s_at	10900	
206197_at	0.9428	0.999858	NME5	206197_at	8382	
206199_at	0.45398	0.999858	CEACAM7	206199_at	1087	
206200_s_at	0.48782	0.999858	ANXA11	206200_s_at	311	
206201_s_at	0.24623	0.999858	MEOX2	206201_s_at	4223	
206203_at	0.86715	0.999858	RCVRN	206203_at	5957	
206204_at	0.0176	0.704384	GRB14	206204_at	2888	
206205_at	0.3132	0.999858	MPHOSPH9	206205_at	10198	
206206_at	0.23523	0.999858	CD180	206206_at	4064	
206207_at	0.07871	0.999858	CLC	206207_at	1178	
206208_at	0.24583	0.999858	CA4	206208_at	762	
206209_s_at	0.04228	0.898444	CA4	206209_s_at	762	
206210_s_at	0.00786	0.507254	CETP	206210_s_at	1071	
206212_at	0.90703	0.999858	CPA2	206212_at	1358	
206213_at	0.99066	0.999858	WNT10B	206213_at	7480	
206214_at	0.01374	0.644297	PLA2G7	206214_at	7941	
206215_at	0.45976	0.999858	OPCML	206215_at	4978	
206216_at	0.70469	0.999858	SRPK3	206216_at	26576	
206217_at	0.3846	0.999858	EDA	206217_at	1896	
206218_at	0.61339	0.999858	MAGEB2	206218_at	4113	
206219_s_at	0.4261	0.999858	VAV1	206219_s_at	7409	
206220_s_at	0.89742	0.999858	RASA3	206220_s_at	22821	
206222_at	0.05011	0.939975	TNFRSF10C	206222_at	8794	
206223_at	0.76867	0.999858	LMTK2	206223_at	22853	
206225_at	0.68102	0.999858	ZNF507	206225_at	22847	
206226_at	0.944	0.999858	HRG	206226_at	3273	
206227_at	0.18769	0.999858	CILP	206227_at	8483	
206229_x_at	0.68042	0.999858	PAX2	206229_x_at	5076	
206231_at	0.8907	0.999858	KCNN1	206231_at	3780	
206232_s_at	0.71966	0.999858	B4GALT6	206232_s_at	9331	
206233_at	0.45301	0.999858	B4GALT6	206233_at	9331	
206234_s_at	0.52125	0.999858	MMP17	206234_s_at	4326	
206237_s_at	0.32926	0.999858	NRG1	206237_s_at	3084	
206238_s_at	0.19769	0.999858	YAF2	206238_s_at	10138	
206239_s_at	0.19501	0.999858	SPINK1	206239_s_at	6690	
206240_s_at	0.57715	0.999858	ZNF136	206240_s_at	7695	
206242_at	0.80526	0.999858	TM4SF5	206242_at	9032	
206243_at	0.31312	0.999858	TIMP4	206243_at	7079	
206245_s_at	0.37306	0.999858	IVNS1ABP	206245_s_at	10625	
206246_at	0.78122	0.999858	PFKFB4	206246_at	5210	
206247_at	0.08504	0.999858	MICB	206247_at	4277	
206248_at	0.68869	0.999858	PRKCE	206248_at	5581	
206249_at	0.12237	0.999858	MAP3K13	206249_at	9175	
206250_x_at	0.60944	0.999858	AVPR1A	206250_x_at	552	
206252_s_at	0.25172	0.999858	AVPR1A	206252_s_at	552	
206256_at	0.95994	0.999858	CPN1	206256_at	1369	
206257_at	0.53475	0.999858	CCDC9	206257_at	26093	
206258_at	0.45742	0.999858	ST8SIA5	206258_at	29906	
206259_at	0.95405	0.999858	PROC	206259_at	5624	
206260_at	0.80258	0.999858	TGM4	206260_at	7047	
206261_at	0.75864	0.999858	ZNF239	206261_at	8187	
206263_at	0.94346	0.999858	FMO4	206263_at	2329	
206264_at	0.72963	0.999858	GPLD1	206264_at	2822	
206266_at	0.72376	0.999858	GPLD1	206266_at	2822	
206267_s_at	0.70892	0.999858	MATK	206267_s_at	4145	
206268_at	0.84768	0.999858	LEFTY1	206268_at	10637	
206269_at	0.59338	0.999858	GCM1	206269_at	8521	
206270_at	0.88839	0.999858	PRKCG	206270_at	5582	
206271_at	0.15389	0.999858	TLR3	206271_at	7098	
206272_at	0.33021	0.999858	RAB4A /// SPHAR	206272_at	NA	
206273_at	0.63129	0.999858	SLMO1	206273_at	NA	
206274_s_at	0.86002	0.999858	CROCC	206274_s_at	9696	
206276_at	0.59493	0.999858	LY6D	206276_at	8581	
206277_at	0.07503	0.999858	P2RY2	206277_at	5029	
206278_at	0.66198	0.999858	PTAFR	206278_at	5724	
206279_at	0.37285	0.999858	PRKY	206279_at	5616	
206280_at	0.64966	0.999858	CDH18	206280_at	1016	
206281_at	0.16188	0.999858	ADCYAP1	206281_at	116	
206282_at	0.90981	0.999858	NEUROD1	206282_at	4760	
206283_s_at	0.63269	0.999858	TAL1	206283_s_at	6886	
206284_x_at	0.4967	0.999858	CLTB	206284_x_at	1212	
206286_s_at	0.2553	0.999858	TDGF1 /// TDGF1P3	206286_s_at	NA	
206287_s_at	0.46172	0.999858	ITIH4	206287_s_at	3700	
206289_at	0.56648	0.999858	HOXA4	206289_at	3201	
206291_at	0.46741	0.999858	NTS	206291_at	4922	
206294_at	0.98102	0.999858	HSD3B2	206294_at	3284	
206296_x_at	0.89784	0.999858	MAP4K1	206296_x_at	11184	
206297_at	0.14559	0.999858	CTRC	206297_at	11330	
206298_at	0.86147	0.999858	ARHGAP22	206298_at	58504	
206299_at	0.60883	0.999858	FAM155B	206299_at	27112	
206301_at	0.55169	0.999858	TEC	206301_at	"7006, 100124696"	
206302_s_at	0.65202	0.999858	NUDT4 /// NUDT4P1 /// NUDT4P2	206302_s_at	NA	
206303_s_at	0.15902	0.999858	NUDT4 /// NUDT4P1 /// NUDT4P2	206303_s_at	NA	
206304_at	0.96682	0.999858	MYBPH	206304_at	4608	
206305_s_at	0.80926	0.999858	C8A	206305_s_at	731	
206307_s_at	0.54709	0.999858	FOXD1	206307_s_at	2297	
206309_at	0.67138	0.999858	LECT1	206309_at	NA	
206310_at	0.40082	0.999858	SPINK2	206310_at	6691	
206313_at	0.38398	0.999858	HLA-DOA	206313_at	3111	
206314_at	0.88064	0.999858	ZKSCAN7	206314_at	55888	
206315_at	0.74043	0.999858	CRLF1	206315_at	9244	
206316_s_at	0.52094	0.999858	KNTC1	206316_s_at	9735	
206317_s_at	0.83498	0.999858	ABCB8	206317_s_at	11194	
206319_s_at	0.88644	0.999858	EPPIN /// EPPIN-WFDC6	206319_s_at	NA	
206320_s_at	0.04509	0.919017	SMAD9	206320_s_at	4093	
206322_at	0.4756	0.999858	SYN3	206322_at	8224	
206323_x_at	0.83717	0.999858	OPHN1	206323_x_at	4983	
